song,artist,genres,lyrics
Duel of the Iron Mic,GZA,"['hip hop', 'r&b']","[Intro]
Oh, mad one, we see your trap
You can never escape your fate
Submit with honor to a duel with my son
I agree

I see you're using an old style
I wondered where you'd learned it from
You know very well, it's yours too
Heh, I had forgotten, will you show me?
And what have you come for?
You come here, since you're so interested - fight me

[Verse 1: GZA]
Yo, picture bloodbaths in elevator shafts
Like these murderous rhymes tight from genuine craft
Check the print, it's where veterans spark the letterings
Slow-moving MCs is waiting for the editing
The liquid soluble that made up the chemistry
A gaseous element, that burned down your ministry
Herbal vapors and biblical papers
Smoking Exodus, every square yard is plush
Fuck the screw-faced photo sessions, facial expression
Leaves impression, try to keep a shark nigga guessing
Give crazy shouts, son, here's the outcome
Cut across the semi-gloss rhymes you floss
Shit is outdated, just like neckloads of Sterlings
Suede-fronts, bell-bottoms, and tri-colored Shearlings
I ain't particular, I bang like vehicular homicides
On July 4th, from Bed-Stuy
Where money don't grow on trees and there's thieving MC's
Who cut-throat to rake leaves
They can't breathe, blood splash, rushing fast
Like running rivers, I be that whiskey in your liver
[Hook: Ol' Dirty Bastard]
Duel of the Iron Mic!
It's the fifty-two fatal strikes!

[Verse 2: Masta Killa]
This is not a '85 affair made clear
When the Gods get on to perform storms blew up
Wu's up, causing the crowd to self-destruct
Killer Beez are stinging something while I reveal
Science that's heavily guarded by the culprit
Bombing your barracks with aerodynamic
Swordplay, poison darts by the doorway
Minds that's laced with explosive doses
Damaging lyrical launcher
Lunge at the youthful offender then injure
Any contender, testing the murderous Master
Could lead to disaster, dynamite thoughts
Explode through your barrier, rips the retina
Who can withstand the astonishing punishing
Stings to the sternum, shocked in the Hip Hop livestock
Seeking for a serum to cure 'em

[Verse 3: Inspectah Deck]
Adults kill for drugs plus the young bucks bust
Ducking handcuffs, throats get cut when dough rush
Out of town foes look shook but still pose
We move like real pros through the streets we stroll
Bullet holes lace the windows in one-six-oh
So control the avenues that's the dream that's sold
Building lobbies are graveyards for small-timers
Bitches caught in airports, keys in they vaginas
No peace, yo the police mad corrupt
You get bagged up, depending if you're passing the cut
Plus shorty's not a shorty no more, he's living heartless
Regardless of the charges, claims to be the hardest
Individual, critical thoughts, criminal-minded
Blinded by illusion, finding it confusing
[Hook: Ol' Dirty Bastard]
Duel of the Iron Mic!
It's the fifty-two fatal strikes!
Duel of the Iron Mic!
It's the fifty-two fatal strikes!

[Outro]
Huh, Master, he must be dreaming, heh
Well, if he is dreaming then he must be asleep
And if he's asleep, then I will wake him up!

At the height of their fame and glory, they turned on one another
Each struggling in vain for ultimate supremacy
In the passion and depth of their struggle
The very art that had raised them to such Olympian heights was lost
Their techniques vanished"
Lets Get This Paper,Rich Boy,"['hip hop', 'r&b']","Yeah, yeah, hey, hey hey

[Verse 1]
R.I.P. Pooh Bear, that's my dead homie
Fuck that other shit, hey, let's get this bread homie
Remember when they could catch a charge down in Atlanta
They underestimate me cause I'm comin' from Alabama
Martin Lee Anderson he ain't even have a chance
They beat him in that boot camp 'til he died in that ambulance
That boy was only fifteen years old, fuck what they say he did
So tell me how I'm 'posed to feel when police killin' kids?
And then we can't get a job, ridin' we get them pounds
If it ain't that coke then we get that 'dro and break it down
See that ice, the dope man paradise
Boy better think twice, that dope have you doin' life
They tore down the projects, so where we gon' move next?
They takin' them food stamps, they stop government checks
Hey, money my motivator, my mouth my money maker
Naw I don't see them haters, so let's go get this paper

[Bridge 1]
Yeah when you look at us just think about it, we don't own nothin'
If we get money, we got a lil' few dollars, but our whole family tore up nigga
You gettin' money for the people in ya family that ain't got nothin'
When it's all said and done, what do you own? You don't own nothin', you
Don't own you... The nigga playin' basketball, he don't own that jersey, he can't
Even be in a commercial wit' his name on the back, so when it's really all
Said and done, what did you do this for? What difference did you make?
[Verse 2]
You see how the world changin'? Yeah, they left Saddam hangin'
Wish they just kill 'em all so now the Middle East they bangin'
Preachers in that pulpit, say they teach that bullshit
So know how we know it's bullshit? Same niggas I went to school wit'
Grabbin' on yo' nuts and disrespectin' get you merked
Them young niggas got pistol grips, they been about they killin' shit
But they all some hypocrites, haters they won't let me be
When I come up to them gates, I hope you say you heard of me
Now Kendrix Curtis gone, them angels took him home
They gave my brother ten years, the system did him wrong
Now we convicted felons, because they caught us sellin'
And nine times out of ten yo' friend the one who tellin'
I wanna go to Heaven, up to that Promised Land
I need another chance, I wanna meet that man
Money my motivator, my mouth my money maker
No I don't see you haters, so let's go get this paper

[Bridge 2 - Polow Da Don]
Yeah! Surprise niggas! Hey we ??? nigga! Everybody talkin' 'bout they gettin'
Money... Y'all niggas ain't gettin' no muthafuckin' money nigga! I got
Millions nigga and I'm still broke nigga cause that ain't no mutafuckin' money!
Y'all playin' right into these muthafuckin' hands... Risk ya life
Everyday for some bullshit! Huh nigga? What yo' bank account say nigga?
Oh that's all? Haha!
[Verse 3]
They shippin' them boys off, they fightin' in Iraq
It's soldiers in that war that ain't never gon' make it back
Niggas this the battlefield, fake niggas scream keep it real
Yeah yeah, rob, steal, anything to pay them bills
Hey nigga times harder, so we grind harder
We takin' chances wit' that coke comin' 'cross that water
Tryin' to get up out this ghetto life ain't gotta be this way
Them pigs they came and kicked my mama do' in yesterday
I prayed a thousand nights, I did a hundred crimes
And now I'm beggin' Lord that you don't let me down this time
Money my motivator, my mouth my money maker
No I don't see them haters, so let's go get this paper

[Bridge 3 - Rich Boy]
Our Father who art in Heaven, Please Lord forgive me for that crack
Sellin'... Thou kingdom come, thou will be done, these niggas dumb
Yeah nigga gave my brother ten years nigga... what the
Fuck you s'posed to do wit' that nigga they gave my uncle twenty years nigga
Matter fact they gave my cousin life nigga... I can tell ya how I feel nigga
Be on that muthafuckin' stand nigga lookin' the muthafuckin' judge in they
Face nigga... and he gon' tell you some stupid shit like ""life"" nigga
They sendin' y'all niggas on vacation nigga 'cross the nation nigga, y'all
Niggas caught up in the muthafuckin' hype nigga... Sellin' that white
Nigga... I been there, done that nigga Nigga I'm from Mobile nigga they call that
Bitch Cotton city nigga, you bring yo' black ass there nigga, you ain't gon' make it
Nigga... You guaranteed to go to muhfuckin' prison bein' black where I'm from
Nigga I come from the mutafuckin' impossible nigga Now y'all niggas gotta
Deal wit' me nigga I'm here! Zone 4 new muthafuckin' money nigga D Boy Squad
Rich Boy! Polow Da Donnnnnnn! Yeah!"
Sure Shot,Beastie Boys,"['hip hop', 'r&b']","[Intro]
I love you

[Refrain: Beastie Boys]
'Cause you can't, you won't, and you don't stop
'Cause you can't, you won't, and you don't stop
Well, you can't, you won't, and you don't stop
Mike D, come and rock the sure shot

[Verse 1: Mike D, Ad-Rock, MCA]
I've got the brand new doo-doo, guaranteed like Yoo-hoo
I'm on like Dr. John, yeah, Mr. Zu Zu
I'm a newlywed, not a divorcee (yeah)
And everything I do is funky like Lee Dorsey
Well it's the taking of the Pelham 1, 2, 3
If you want a doo doo rhyme, then come see me
I've got the savoir faire with the unique rhymin'
I keep it on and on, it's never quitting time and
Strictly handheld is the style I go
Never rock the mic with the pantyhose
I strap on my ear goggles and I'm ready to go
‘Cause at the boards is the man, they call the Mario
You pull up at the function and you know I Kojak
To all the party people that are on my Bozac
I've got more action than my man, John Woo
And I've got mad hits like I was Rod Carew (yeah)
[Refrain: Beastie Boys]
'Cause you can't, you won't, and you don't stop
'Cause you can't, you won't, and you don't stop
You know you can't, you won't, and you don't stop
Ad-Rock, come and rock the sure shot

[Verse 2: Mike D, Ad-Rock, MCA]
Hurra-, Hurra-
Cane will cross fade on your ass and bust your eardrums
Listen everybody cause I'm shifting gears
I'm fresh like Dougie when I get my specs
And on the microphone, I come correct
Timing like a clock when I rock the hip-hop
Top notch is my stock on the soapbox
I've got more rhymes than I've got gray hairs
And that's a lot because I've got my share (oohh, weee)
I've got a hole in my head and there's no one to fix it
I gotta straighten my thoughts
I'm thinking too much (yeah) sick shit
Everyone just takes and takes, takes, takes, takes
I'll have to step back, I gotta contemplate
Well, I'm like Lee Perry, I'm very on
Rock the microphone, and then I'm gone
I'm like Vaughn Bode, I'm a Cheech Wizard
Never quittin', so won't you listen
[Interlude]
Ah, ah, ah, ah, ah
Ah, yes, indeed, it's fun time

[Refrain: Beastie Boys]
'Cause you can't, you won't, and you don't stop
'Cause you can't, you won't, and you don't stop
Well, you can't, you won't, and you don't stop
MCA, come and rock the sure shot

[Verse 3: Mike D, Ad-Rock, MCA]
I want to say a little something that's long overdue
The disrespect to women has got to be through
To all the mothers and the sisters and the wives and friends
I want to offer my love and respect to the end
Well, you say I'm twenty-something and I should be slacking
But I'm working harder than ever and you could call it macking
So I'm supposed to sit upon my couch just watching my TV
I'm still listening to wax, I'm not using the CD
Well, I'm that kid in the corner
All fucked up and I wanna so I'm gonna (yeah)
Take a piece of the pie, why not, I'm not quittin'
Think I'm-a change up my style just to fit in
I keep my underwear up with a piece of elastic
I use a bullshit mic that's made out of plastic
To send my rhymes out to all the nations
Like Ma Bell, I got the ill communication
[Refrain: Beastie Boys]
'Cause you can't, you won't, and you don't stop
'Cause you can't, you won't, and you don't stop
Well, you can't, you won't, and you don't stop
Keep on and rockin' the sure shot

[Outro]
B-boys, b-girls...
Tick-tock, tick-tick...tock-tock"
The Plan,J. Cole,"['hip hop', 'r&b']","[Hook]
One time for the plan
Straight to the top, I got the power in my hands
Live for the moment, be hot
Act like you want it, reach high
Now we ain't known, but we try
Now holla back and reply

[Verse 1]
Feel like I lived for this moment
I see it in their eyes, them other guys don't want it
My style they can crown it, but can't dethrone it
I was aiming for the top and now I I I'm on it
What a powerful performance
I was in my zone, send flowers for opponents
Tell 'em ""Get well soon""
Cause I ain't in the mood
So if you read that word backwards then it should spell 'doom'
I'm on fire, y'all can inhale fumes, as I zoom by ya
As you thinking, 'Who's higher?'
Fueled by a desire you should admire
That's why I'm what they aspire to be 'fore they retire
A livin' legend, with God givin' blessings
And game so cold they probably watching this in Heaven
Expecting the incredible, so baby watch me do that
And make the Angels say 'Lord, how he do that?'
[Hook]
One time for the plan
Straight to the top, I got the power in my hands
Live for the moment, be hot
Act like you want it, reach high
Now we ain't known, but we try
Now holla back and reply

One time for the plan
Straight to the top, I got the power in my hands
Live for the moment, be hot
Act like you want it, reach high
Now we ain't known, but we try
Now holla back and reply

[Verse 2]
A champion's mentality
And so I'm scoring, ignoring the fact you're fouling me
And one, where I go you can't come
I was schooling your father boy, that make you my grandson
I've been around the block twice, now my shot nice
No referee but best believe out here I got stripes
Now that they finally consider me a legit scorer
Would you believe I started off as a bench-warmer?
Have me feelin' like Master Splinter
Now the haters and commentators say 'there's a winner'
Hey, hard work pay off, now I don't take a day off
I rest not, I guess that's why your best shot? Way off
These are the things that dreams are made of
The sweep, no time for sleep, when you're elite
If what you reap is what you sow, then what was you expecting?
Expect to come in second
While I become a legend
[Hook]
One time for the plan
Straight to the top, I got the power in my hands
Live for the moment, be hot
Act like you want it, reach high
Now we ain't known, but we try
Now holla back and reply

One time for the plan
Straight to the top, I got the power in my hands
Live for the moment, be hot
Act like you want it, reach high
Now we ain't known, but we try
Now holla back and reply

[Outro]
Why don't you reach for the sky?
You don't believe you can fly?
I guess I'll see you when you get here
I guess I'll see you when you get here

Why don't you reach for the sky?
You don't believe you can fly?
I guess I'll see you when you get here
I guess I'll see you when you get here
[Hook]
One time for the plan
Straight to the top, I got the power in my hands
Live for the moment, be hot
Act like you want it, reach high
Now we ain't known, but we try
Now holla back and reply"
Suckas,Jay Electronica,"['hip hop', 'r&b']","[Verse 1]
This goes out to those that choose to use
Disrespectful views
On the game of H-i
P-H-o-p, we terrorizing you misfits
These wack emcees got the game twisted
We don't give a fuck about your rings or your chains
Your four-dot six Range
Or Frankie B jeans
I came in the game muhfucka, it's death to the bling
Jay Elect reign supreme over everything
Meet the heavenly man, mics in my hand I rip 'em
Brrrr-ha stick 'em ha-ha-ha stick 'em
Wack rappers we vick 'em
And leave 'em for dead
For spitting that wack shit
That they see in they head
Mufucka'
A new beginning - Forever

[Verse 2]
The last dragon, carrying weight like Oprah
Redeemer of Abnner Louima and Sankofa
I mash out more posses than Billy and Fame
Sucka emcees rock ice but they really in flames
Eighty-five think they free but they really in chains
Talking that big willie looking silly and strange
Earthquakes and rain, hail, snow, locusts and bees
All of the above is caused by the dopest emcees
Back day I used to rock Adidas open with Lees
Windmill on the cardboard and close with the freeze
Silly suckas
[Verse 3]
It's War with The Dragon, visit your day see god
Spar with a passion, this is your day swing hard
As I spark your imagi-nation it may seem odd
This world is crazy hard, but it made me god
Rock with the blastmaster of rock with a rap masters
The Notorious BIG and 2Pac were the last pastors
I gotta grab the, torch and lead the flock to the pastures
Return of the Jedi, who stud-ied under the master
Jakes wanna creep me, the eighth beast seeks to defeat me
I'm feelin leapy, Homeland Security breechy
They can't compete B, my Third Eye vision is 3D
Seeing what Maussan couldn't civilize in the BC
Rap is a misfit, a cheap trick covered with lipstick
Yappin about freaknik, and plattin about deep-dish
War with The Dragon, I'm here to clash with the beast
Harass the Police, in the process of establishing peace
Forever!"
Love You More,Eminem,"['hip hop', 'r&b']","[Intro]
Still love me? Take this
You ready? One, two, three!

[Chorus]
The more you put me through
The more it makes me wanna come back to you
You say you hate me, I just love you more
You don't want me, I just want you more
I buy you flowers, you throw 'em at me
I know it's sad but it's makin' me happy
The more that you slap me, the more that it turns me on
'Cause you love me and I love you more

[Verse 1]
It's sick, but who could ever predict we'd be doin' the same shit?
We say we do it for our baby, but we don't
We do it for us, it's lust 'cause neither one
Of us trust each other, so we fuck till we bust
And we cuss each other out, we know what it's about, shout
Till I throw you out the house, you throw me out the house
I throw you on the couch, punch you in the mouth
Fist fight 'til we turn this mother out
Then apologize after, laughter, pain
It's insane, we're back in the same chapter again
And it's sad, but it's true, when I'm layin' here with you
There ain't nothin' anyone could ever say or ever do 'cause—
[Chorus]
The more you put me through
The more it makes me wanna come back to you
You say you hate me, I just love you more
You don't want me, I just want you more
I buy you flowers, you throw 'em at me
I know it's sad, but it's makin' me happy
The more that you slap me, the more that it turns me on
'Cause you love me and I love you more

[Verse 2]
'Cause I hate you, do you hate me?
Good, 'cause you're so fuckin' beautiful when you're angry
It makes me wanna just take you and just throw you
On the bed and fuck you like I don't even know you
You fuck other people and I fuck other people
You're a slut, but I'm equal, I'm a mutt, we're both evil
In our ways, but neither one of us would ever admit it
'Cause one of us would have one up on the other, so forget it
We can make accusations, people spread rumors
But they ain't got proof, till they do it's just the two of us
It's you and me, 'cause any chick can say that she's screwin' me
But you gotta believe me to a degree 'cause true indeed
If you didn't, I wouldn't be hittin' — yeah, I would
'Cause the sex is too damn good, if I ran who would I run to
That would be this soft and warm?
So it's off and on, usually more off than on
But at least we know that we share this common bond
You're the only one I can fuck without a condom on
I hope the only reason that I cope is 'cause of that fact
And plus, I can bust in that, and that's why—
[Chorus]
The more you put me through
The more it makes me wanna come back to you
You say you hate me, I just love you more
You don't want me, I just want you more
I buy you flowers, you throw 'em at me
I know it's sad but it's makin' me happy
The more that you slap me, the more that it turns me on
'Cause you love me and I love you more

[Verse 3]
I can never understand it, that's why I don't try
From junior high until we both die, it's silly
Oh, why must we try? Is it really so rough
That we must always call each other's Billy Goat's Gruff?
Try to pull each other's legs until the other begs
We're lyin' to ourselves, that's the beauty of it, yeah
'Cause we truly love each other, that's why we always fightin'
All we do is shove each other every other fuckin' night
And it's clear it ain't gonna change, it's pent-up rage
We both have, we both feel like we've been upstaged
By someone else, we've both been someone else's
""Someone else,"" problem is neither one wants help
It's an addiction and it can't be fixed
Our family's mixed up, there's a baby sister in the mix
And it hurts 'cause the pieces to the puzzle don't fit
And anybody who thinks they know us doesn't know shit
And they're probably just tired of hearin' it all the time
On every song, every lyric in every rhyme
All the hoopla, all of the whoopty-woo
What you put me through, fuckin' whoopty-do
But I won't be made a fool of, if this is true love
You wouldn't do what you did last time, you wouldn't screw up
This time, 'cause this time, girl, I'm tellin' you what
You do it again, I'm fuckin' you up no matter what
[Bridge]
No matter what you say, or what you do
I'mma hunt you down till I find you
No matter where you run, I'll be right there
Right behind you in your nightmares
So I brought you the flowers and the candy
All the times that you threw it back at me
Told me you hate me, you gon' hate me more
When you find out you can't escape me, whore

[Chorus]
The more you put me through
The more it makes me wanna come back to you
You say you hate me, I just love you more
You don't want me, I just want you more
I buy you flowers, you throw 'em at me
I know it's sad but it's makin' me happy
The more that you slap me, the more that it turns me on
'Cause you love me, and I love you more"
Whatever You Like,T.I.,"['hip hop', 'r&b']","[Intro]
Aye, Jim, you know the ol' sugar daddies?
They be trickin', they tell them girls
I said you could have whatever you like (If you like)
I said you could have whatever you like (If you like)
Yeah (Yeah)

[Chorus]
Stacks on deck, Patron on ice
And we can pop bottles all night
And, baby, you could have whatever you like (If you like)
I said you could have whatever you like, yeah
Late night sex, so wet and so tight
I gas up the jet for you tonight
And, baby, you could go wherever you like (If you like)
I said you could go wherever you like, yeah (Yeah)

[Verse 1]
Anytime you want to pick up the telephone, you
Know it ain't nothin' to drop a couple stacks on you
Want it, you could get it, my dear
Five million dollar home, drop Bentleys, I swear, yeah
[Pre-Chorus]
I want yo' body, need yo' body
Long as you got me you won't need nobody
You want it, I got it, go get it, I'll buy it
Tell them other broke nigga be quiet

[Chorus]
Stacks on deck, Patron on ice
And we can pop bottles all night
And, baby, you could have whatever you like (If you like)
I said you could have whatever you like, yeah
Late night sex, so wet and so tight
I gas up the jet for you tonight
And, baby, you could go wherever you like (If you like)
I said you could go wherever you like, yeah (Yeah)

[Verse 2]
Shawty, you the hottest, love the way you drop it
So good I swore you went to college
Hundred karat deposit, to vacations in the tropics
‘Cause e'rybody know it ain't trickin' if you got it
You need never ever gotta go to yo' wallet
Long as I got rubberband banks in my pocket
Five, six rides with rims and a body kit
You ain't gotta downgrade, you can get what I get
My chick could have what she want
And go in any store for any bag she want
And, no, she ain't never had a man like that
To buy you anything your heart desire like that, yeah
[Pre-Chorus]
I want yo' body, need yo' body
Long as you got me you won't need nobody
You want it, I got it, go get it, I'll buy it
Tell them other broke nigga be quiet

[Chorus]
Stacks on deck, Patron on ice
And we can pop bottles all night
And, baby, you could have whatever you like (If you like)
I said you could have whatever you like, yeah
Late night sex, so wet and so tight
I gas up the jet for you tonight
And, baby, you could go wherever you like (If you like)
I said you could go wherever you like, yeah (Yeah)

[Bridge]
I'm talkin' big boy rides, and big boy ice
Let me put this big boy in yo' life
You just be so fresh, and look so nice
Let me put this big boy in yo' life; that's right

[Pre-Chorus]
I want yo' body, need yo' body
Long as you got me you won't need nobody
You want it, I got it, go get it, I'll buy it
Tell them other broke nigga be quiet
[Chorus]
Stacks on deck, Patron on ice
And we can pop bottles all night
And, baby, you could have whatever you like (If you like)
I said you could have whatever you like, yeah
Late night sex, so wet and so tight
I gas up the jet for you tonight
And, baby, you could go wherever you like (If you like)
I said you could go wherever you like, yeah (Yeah)"
Oh Bo Studio,Bo Burnham,['pop'],"[Intro]
I feel like hip hop
Used to be a voice for the voiceless
And now it's become, at least in the mainstream
A symbol of misogyny, gay panic, fiscal irresponsibility
So I figure
If you can't beat 'em
Join 'em

[Verse 1]
Hittin' the club up VIP
I got a fake mustache and a fake ID
I look like Wooly Willy
With a really wooly willy
And I bypass the bouncer
Pass by an ex and I flex and bounce her, wowser
Look at all of Bo's hoes
Looking for a ride on Bo's hose
And I spot a little Latino, booty so big call it Oprah's ego
We go to it, through it, she says, ""Dios mio mi amigo!""
Pull it out, stick it in your mouth, and I bust in the back of ya
Swallow bitch, there's people starving in Africa!
[Chorus]
Single every single day
Do it every single way
Make the single ladies say
Oooh Bo
And if I were gay
Though I swear I'm straight
I'd make them fellas say

[Verse 2]
You're an ice cream sundae with a cherry on top
But careful, cherry, cause I'm the King of Pop
Pop pop pop goes my weasel
Now ya looking like Jackson Pollock's easel
My suggestion is you don't blow 'til you know what congestion is
Swallow when you know what digestion is
Follow Bo, the only question is
Have you been splattered before by the mad-hatter matador?
Cake-batter never more
It don't matter whether you're Spanish, French, Swedish or Cambodian
I'll slime you so hard you could be on Nickelodeon

[Chorus]
Single every single day
Do it every single way
Make the single ladies say
Oooh Bo
And if I were gay
Though I swear I'm straight
I'd make them fellas say
Oooh Bo
Oh Bo-o, ooh Bo, Bo
A-a-Oooh Bo, Oooh Bo, Oooh Bo
[Verse 3]
You think that you can handle me?
Girl, don't make me laugh
I said my junk is bipolar
It will split you in half (yea)
And if you're lucky, I might just bring you home
And I'll have you going down like you're growin' an extra chromosome
And when you grab me, don't grab me by the buns
Cause I got a bad case of the runs
I got the runs
I got the runs

[Chorus]
Single every single day
Do it every single way
Make the single ladies say
Oooh Bo
And if I were gay
Though I swear I'm straight
I'd make them fellas say
Oooh Bo

[Interlude]
I wanna break it down for y'all
I came from the streets, with nothin'
Now I'm makin' hit records
For my people still livin' in the streets
Still livin' in poverty, I wanna tell you
I'm doin' this for you
My success is your success
And I know you may be thinkin'
Hey, if you really believe that
Why don't you use some of your money
To help rebuild the neighborhood
Instead of putting spinning rims on a gold jet ski?
And to that I say (uh, chorus is comin' up):
[Chorus]
Single every single day
Do it every single way
Make the single ladies say
Oooh Bo
And if I were gay
Though I swear I'm straight
I'd make them fellas say
Uh uh!

[Verse 4]
You got a fume like a tuna
I'll smell ya later
I met a fat chick and I fucked her in an elevator
It was wrong on so many levels
It was wrong on so many le-le-le-levels
It was wrong on so many levels (uh)
It was wrong on, it was wrong on, it was wrong on

[Chorus]
Single every single day
Do it every single way
Make the single ladies say
Oooh Bo
And if I were gay
Though I swear I'm straight
I'd make them fellas say
Oooh
Single every single
Do it every single
Pop that single like a Pringle jingle
Oooh Bo

[Outro]
This song's almost completed
All this little ditty needed
Instrument that's double reeded:
The oboe
(Yea)
Oh, Bo, play that oboe"
Raindrops Keep Fallin on My Head,B.J. Thomas,['rock'],"[Verse 1]
Raindrops are fallin' on my head
And just like the guy whose feet
Are too big for his bed
Nothin' seems to fit
Those raindrops are fallin' on my head
They keep fallin'

[Verse 2]
So I just did me some talkin' to the sun
And I said I didn't like
The way he got things done
Sleepin' on the job
Those raindrops are fallin' on my head
They keep fallin'

[Bridge]
But there's one thing I know
The blues they send to meet me
Won't defeat me
It won't be long 'til happiness
Steps up to greet me
[Verse 3]
Raindrops keep fallin' on my head
But that doesn't mean my eyes
Will soon be turnin' red
Crying's not for me
'Cause I'm never gonna stop the rain
By complainin'
Because I'm free
Nothing's worryin' me

[Trumpet Solo/Verse 4]
It won't be long 'til happiness
Steps up to greet me

[Verse 5]
Raindrops keep fallin' on my head
But that doesn't mean my eyes
Will soon be turnin' red
Cryin's not for me
'Cause I'm never gonna stop the rain
By complainin'
Because I'm free
Nothing's worryin' me"
Sickology 101,Tech N9ne,"['hip hop', 'r&b']","[Intro: Tech N9ne]
Hey, now everybody sit down and shut the fuck up!
Class is now in session
If you came here to hear that lovey dovey shit - get the fuck out!
If you soft and scared of hardcore shit - get the fuck out!
For those who love raw shit - welcome to Sickology 101
Your instructor for today is: Tech N9ne!

[Verse 1: Tech N9ne]
This is style, I use pitch to catch and seduce chicks
To signal the true sick, monotone is what you spit
Switchin' the pattern, bust out that quick Middlewest chatterin'
Some people hate but it ain't matterin'
But the people gather, it's flatterin'
Switchin' the pitch, mixin', there's no need to be stiff in this bitch
Spittin' full clips on a mission, full bliss when I be rippin' this shit
Make it exciting, got to be inviting when you're writing your piece
Never be dick riding, if you're going to be biting, you're igniting the beast
This is melodic, melodies if you got it
Mix it hot as tamales, you singin' off-key, it's garbage
If you can't keep an octave in a pocket, you need to stop it
Have confidence, speak with conviction
Don't put 'em asleep when you rock it
This is harmony, Nina's taking you through it
Make it buttery, utterly beautiful, make it fluid
Sickology 101 is in session, I thought you knew it
We murderin' motherfuckers in music, that's how we do it!
[Hook]
(Get) on your feet, (up) out your seat
(Get) on your feet, (up) out your seat
(Get) on your feet, (up) out your seat
Such an oddity with it, this is Sickology
(Get) on your feet, (up) out your seat
(Get) on your feet, (up) out your seat
(Get) on your feet, (up) out your seat

From our West Coast instructor: Crooked I

[Verse 2: Crooked I]
My killer cadence can keep me crushin' the competition
Comin' correct when creatin' the crazy composition
Cannibal character, Calico carrier, got a crooked copper missin''
Cali killers on candid cock emissions
That was constant consonant wordplay
Wordplay rhymes with Thursday and thirsty - if I'm thirst-ay!
I change the pronunciation of words per se
The English language got to do whatever my verse say
So if you want to learn to rap, this is how (this is how)
Right now I'm puttin' swag in my style (in my style)
It's an emphasis on the simplest sentences
Then I give 'em charisma with a laugh and a smile (and a smile)
If you want your verses to cost higher
Then your similes got to be hot as a live wire
You need some better metaphors
For example, this song is a war zone and you listeners in the crossfire
[Hook]
(Get) on your feet, (up) out your seat
(Get) on your feet, (up) out your seat
(Get) on your feet, (up) out your seat
Such an oddity with it, this is Sickology
(Get) on your feet, (up) out your seat
(Get) on your feet, (up) out your seat
(Get) on your feet, (up) out your seat

From our East Coast instructor: Chino XL

[Verse 3: Chino XL]
Everybody start lockin' their windows and doors
Chino might get in
It's like lightning and how I'm strikin' a triflin' rifleman
Bullets flyin' up and I'm numbin' the bum like it's Vicodin
So much metal in his spine, he could get rich from the recycling
Chino be curdlin' blood, don't get burned from the buzz
I speak with conviction like what Da Brat just heard from the judge
Bludgeon no love, industry hate me yo
I'd rather hear Hannah Montana than half of you rappers on the radio!
Startin' drama with Chino, God forbid
Auction my lyrics on eBay, that's God for bid
Problem is lyric Jesus is more than a man
With a sick delivery like I drive a coroner van
I'm demented, spittin' writtens as sick as I can
Grenade grippin' and fittin' to detonate Disneyland
I am teachin' Sickology, try to follow how every punch line hits
Like Chris Brown's fist in the face of Rihanna
[Hook]
(Get) on your feet, (up) out your seat
(Get) on your feet, (up) out your seat
(Get) on your feet, (up) out your seat
Such an oddity with it, this is Sickology
(Get) on your feet, (up) out your seat
(Get) on your feet, (up) out your seat
(Get) on your feet, (up) out your seat
Yes, I got to be vicious, this is Sickology

[Outro]
For those who don't know what the fuck's goin' on
This is Sickology 101, you punk motherfuckers!
Hahaha, let's kill these niggas"
