song,artist,genres,lyrics
Hockey Kitty,Charles Hamilton,"['hip hop', 'r&b']","[Intro]
(Your name is)
General Charles Hamilton
(Ah, you're a general, okay)
(I wanna sing my song, called)
Hockey Kitty
It go

[Hook]
Cool cat, cool cat
Walkin' downtown
Walkin'-walkin' downtown
Walkin' downtown with the
Cool cat, cool cat
Walkin' downtown
Walkin'-walkin' downtown
Walkin' downtown with the
Cool cat, cool cat

[Verse 1]
It's Charles now
Who's that too bad chick on his crown?
I meant mine, but I hit jaws when I'm around
So, in this talk, (get off the ground)
Anyway, 5-foot and an even digit
She told me her identity, I didn't even get it
She reminded me like (fool)
Kindly, she amused me
Like, fine, she's not a groupie
I'm not wack, though
She know the game's rules
But I don't claim jewels
I just be (lookin' like) cool
Niggas (lookin' like) fools
Meanwhile, I be lookin' bright
All the haters stay (lookin') tight
And she be lookin' like a Smurf, cool
Sonic and Smurfette, way too much blue
Stay cuttin' school
Took her on a date, yeah, we cruise
Barnes and Noble, wait for the news
She said she was datin' some dude
It must be because I gave her a break from the tool
I said, ""How you doin'?""
She said, ""Great, how are you?""
Didn't go that way, but it's cool
She knew she was with the
[Hook]

She had a coffee, I had a frappuccino
I was stuntin', told the cashier to crack a C-note
She was readin' some deep shit, I read manga
Eyes open for her, I can read danger
Like VH1 gave the bitch a book deal
Amazing shit, when you playin' with the good feelin'
She looks so good, not revealin'
Wish I had a whip, so I could pop the ceilin'
But I got nine cars, get it?
I been the underground Andretti for a minute
Did I have my Nikes on, or my Vans?
This song should make her dance
From her pants to her thong
Hopin' wifey don't cancel my bong
Fans get along when I jam to the horns
Holdin' hands like holdin' hands isn't wrong
Ladies wanna glance, I'm like, ""Damn, what's wrong?""
I'm just the

[Hook]

Blu knows
Next stop was Uno
Couldn't keep my hands off her, too close!
Like Dylan, she put a smile on
My face, with just sweats and no nylons
Wish she could call her friend, we get our tie on
But that's two left, and she's on my right arm
Goodnight, mom, it's time to bomb
Ha
Got the nine
And I'm 'bout to straight cock back and fire my arm
I don't know what I'm talkin' about, but I'm timin', so

[Hook]"
End Credits,Chase & Status,"['rock', 'hip hop', 'blues', 'jazz', 'r&b', 'pop']","[Intro]
When the blood dries in my veins
And my heart feels no more pain
I know, I'll be on my way
To heaven's door

[Pre Chorus]
I know when I knock
I'll be hoping I don't drop
To a place where I will rot, just like before
I know when I knock
I'll be hoping I don't drop
To a place where I will rot, just like before

[Chorus]
I can feel something happening
That I've never felt before
Hopeless dreaming will start
Dragging me away from heaven's door
I can feel something happening
That I've never felt before
Hopeless dreaming will start
Dragging me away from heaven's door
[Post Chorus]
When my mind stops thinking
And my eyes stop blinking, I hope
Somebody's there
When my heart stops beating
And my lungs stop breathing in air
I hope somebody cares

[Bridge]
When the blood dries in my veins
And my, heart feels no more pain
I know, I'll be on my way
To heaven's door

[Pre Chorus]
I know when I knock
I'll be hoping I don't drop
To a place where I will rot, just like before
I know when I knock
I'll be hoping I don't drop
To a place where I will rot, just like before

[Chorus]
I can feel something happening
That I've never felt before
Hopeless dreaming will start
Dragging me away from heaven's door
[Post Chorus]
When my mind stops thinking
And my eyes stop blinking, I hope
Somebody's there
When my heart stops beating
And my lungs stop breathing in air
I hope somebody cares

[Outro]
When my mind stops thinking
And my eyes stop blinking, I know
At the end"
Sinister Kid,The Black Keys,"['rock', 'blues', 'jazz', 'r&b', 'pop', 'alternative']","[Verse 1]
Well, the crooks are out
And the streets are gray
You know I wouldn't have it
Any other way

Your mother's words
They're ringin' still
But your mother don't
Pay our bills

[Chorus]
A sinister kid is a kid who
Runs to meet his maker
A drop dead sprint from the day he's born
Straight into his maker's arms
And that's me, that's me
The boy with the broken halo
That's me, that's me
The devil won't let me be
[Verse 2]
I got a tortured mind
And my blade is sharp
A bad combination
In the dark

If I kill a man
In the first degree
Baby would you
Flee with me?

[Chorus]
A sinister kid is a kid who
Runs to meet his maker
A drop dead sprint from the day he's born
Straight into his maker's arms
And that's me, that's me
The boy with the broken halo
That's me, that's me
The devil won't let me be"
Lemonworld,The National,"['rock', 'alternative', 'pop']","So happy I was invited
Gave me a reason to get out of the city
See you inside watching swarms on TV
Livin' and dyin' in New York, it means nothing to me

I gave my heart to the Army
The only sentimental thing I could think of
With cousins in colours and somewhere overseas
But it'll take a better war to kill a college man like me

I'm too tired to drive anywhere, anyway right now
Do you care if I stay?
You can put on your bathing suits
And I'll try to find somethin' on this thing that means nothin' enough

Losin' my breath, doo doo doo doo doo doo doo
Losin' my breath, doo doo doo doo doo doo doo

You and your sister live in a Lemonworld
I want to sit in and die
You and your sister live in a Lemonworld
Doo doo doo doo doo doo doo doo
You and your sister live in a Lemonworld
I want to sit in and die
You and your sister live in a Lemonworld
Doo doo doo doo doo doo doo doo

This pricey stuff makes me dizzy
I guess I've always been a delicate man
Takes me a day to remember a day
I didn't mean to let it get so far out of hand

I was a comfortable kid
But I don't think about it much anymore
Lay me on the table, put flowers in my mouth
And we can say that we invented a summer lovin' torture party

I'm too tired to drive anywhere, anyway right now
Do you care if I stay?
You can put on your bathing suits
And I'll try to find something on this thing that means nothin' enough

You and your sister live in a Lemonworld
I want to sit in and die
You and your sister live in a Lemonworld
Doo doo doo doo doo doo doo doo

You and your sister live in a Lemonworld
I want to sit in and die
You and your sister live in a Lemonworld
Doo doo doo doo doo doo doo doo
Losin' my breath
Doo doo doo doo doo doo"
1 Corinthians 15:55,Johnny Cash,['country'],"O Death, where is thy sting?
O Grave, where is thy victory?
O Life, you are a shining path
And hope springs eternal, just over the rise
When I see my redeemer beckoning me

Oh row my ship over the waves of your sea
Let me find a safe port now and then
Don't let the dark one in your sanctuary
Until it's time to pack it in

O, row, row my ship
With the fire of your breath
And don't lay a broadside on your ship as yet
Blow ye warm winds
When it's chilly and wet
And don't come to soon yet
For collecting my debt

O Death, where is thy sting?
O Grave, where is thy victory?
O Life, you are a shining path
And hope springs eternal, just over the rise
When I see my redeemer beckoning me
Oh let me sail on
With my ship to the East
And keep my eye on the North Star
When the journey is no good for man or for beast
I'll be safe wherever you are

Just let me sail into your harbor of lights
And there and forever to cast out my line
Give me my task
And let me do it right
And do it with all of my might"
Ill Buss Em U Punish Em,Canibus,"['hip hop', 'r&b']","[Intro: Canibus]
Yeah, I'll buss 'em and you punish 'em
Uhh, yeah

[Hook: Canibus & Rakim]
Let me buss 'em (Nah, I'ma punish 'em)
Ra, let me buss 'em (Nah, I'ma punish 'em)
Nah, let me buss 'em (Nah, I'ma punish 'em)
C'mon Ra, let me buss 'em (Yo 'Bis, you can punish 'em)

[Verse 1: Canibus]
Yo, yo, now on some battlin' shit, my verbal lateral grip
Keeps my tongue glued to the ADAT when I'm trackin' my shit
Let my spit lubricate the chap on my lips
And make you rappers have fits 'cause I'm back in the mix
Fuck a pad and a pen, write rhymes on a IBM
Ebonics is dead, the binary language is in
Canibus practices in a room with a thousand candles lit
Meditatin' on this rap shit
Because my freestyle reigns sovereign with a deeper conscience
Than the prophet Muhammad was born with
My brain cavity is enormous
My left hemisphere alone harnesses all of the seven chakras
While the right one harnesses darkness
The type of dark that makes a house haunted
The type of dark that niggas get lost in
The type of dark you fear when you dead in the coffin
I hear you talkin', but I ignore it
'Cause it's garbage and your rhyme's boring
So keep standin' on the corner
The trash man'll collect you in the morning
Thug cats frontin', wacker than Blinky Blink
On the back of the Raptor Wagon babblin' about nothin'
Fuck that, real Rugrats can get it on, black
Meet me at The Tunnel where pussy niggas get mugged at
So dark, you'll never see the blood splat
And you can't even react
'Cause the trunk is where you keep the guns at
Now you on speed 'cause you too scared to come back
You can't even breathe, the weed suffocates your lung sacs
Fake MCs haul ass like they runnin' track
Where ever Canibus or Rakim is at, what the fuck?
[Hook: Canibus & Rakim]
Let me buss 'em (Nah, I'ma punish 'em)
Nah, let me buss 'em (Nah, I'ma punish 'em)
Ra, let me buss 'em (Nah, I'ma punish 'em)
Nah, let me buss 'em (Nah, I'ma punish 'em)
Nah, let me buss 'em (Nah, I'ma punish 'em)
Ra, let me buss 'em (Nah, I'ma punish 'em)
Nah, let me buss 'em (Nah, I'ma punish 'em)
C'mon Ra, let me buss 'em (Yo 'Bis, let me punish 'em)

[Verse 2: Rakim]
Be ready and at your best, the Celebrity Match of Death
Heart snatched through your chest, cardiac arrest
Crack your neck while I break your arms, catch your breath
Then I ask the ref, ""How many cats is left?""
One-on-one, who challengin'? Come get did
All I have is a pen and punishin' kids
Abdomen punctured in, look what I done to his wig
Wanna live? Then I stab 'em in the lung with his rib
Every word I say detach a vertebrae from your spine
Rematch wherever we meet at, any place, any time
Get your snot-box smashed with a nine, smacked with a rhyme
Push your forehead to the back of your mind
Try to explain, what it's like seein' your brain
You insane, who's gonna ID the remains?
And then I reincarnate 'em, and kill 'em again
Again and again, again and again, c'mon
[Hook: Canibus & Rakim]
Let me buss 'em (Nah, I'ma punish 'em)
Nah, let me buss 'em (Nah, I'ma punish 'em)
Ra, let me buss 'em (Nah, I'ma punish 'em)
Nah, let me buss 'em (Nah, I'ma punish 'em)
Nah, let me buss 'em (Nah, I'ma punish 'em)
Ra, let me buss 'em (Nah, I'ma punish 'em)
Nah, let me buss 'em (Nah, I'ma punish 'em)
C'mon Ra, let me buss 'em (Yo 'Bis, let me punish 'em)

[Verse 3: Canibus & Rakim]
Yo, yo, yo, he started the battle with a grapple
The nigga had long hair so I grabbed a handful
And chopped him in the Adam's apple
His partner in back of you tried to attack you
So I'mma twist 'em up like a pretzel then I'mma tag you
I'm on some Stone Cold shit, warn your whole clique
Cartilage get torn until the whole bone split
Who wanna spit? Bang 'em quick, strangle 'em wit' his lip
Try to flip, leave his body danglin' by his hip
Ra, you left him danglin', I can't believe he tryna grapple again
I swing him around like I'm dancin' with him
Put his arms in back of his head and snapped him again
Fractured his limbs and put him in the figure 6 subtracted from 10
Seven birds make 'em swerve 'til they vision is blurred
Turn cats that souped from superb to nerds
Just say the word, I'll leave your DNA on the curb
And stick my dick in your ear and fuck what you heard
[Outro: Canibus & Rakim]
Let me finish 'em (Nah, it's time to pin 'em)
Ra, let me finish 'em (Nah, I'ma pin 'em)
Nah, let me finish 'em (Nah, it's time to pin 'em)
C'mon, Ra, lemme finish 'em (Nah 'Bis, I'ma put an end to 'em)"
Talkin Bear Mountain Picnic Massacre Blues,Bob Dylan,['rock'],"[Verse 1]
Well, I saw it advertised one day
That the Bear Mountain picnic was coming my way
""Come along and take a trip
We'll bring you up there on a ship
Bring the wife and family
Bring the whole kids""
Yippee

[Verse 2]
Well, I run right down and bought a ticket
To this thing called the Bear Mountain picnic
Little did I realize
I was in for a pleasant, funny surprise
Had nothing to do with picnic
Didn't come close to a mountain
And I hate bears

[Verse 3]
Took the wife and kids down to the pier
There was six thousand people there
Everybody had a ticket for the trip
""Oh well,"" I said ""it's a pretty big ship
Besides, anyhow, the more the merrier""
[Verse 4]
Well, we all got on, and what do you think?
That big old boat started to sink
More people kept a-piling on
That old ship was a-going down
Funny way to start a picnic

[Verse 5]
Well, I soon lost track of my kids and wife
So many people, I never saw in my life
That old ship was sinking down in the water
There was six thousand people trying to kill each other
Dogs a-barking, cats a-screaming
Women a-yelling, men a-flying, fists a-flying
Paper flying, cops a-coming, me a-running
Maybe we just better call off the picnic

[Verse 6]
I got shoved down, got pushed around
All I remember was a moanin' sound
Don't remember one thing more
All I remember is waking up on the shore
My arms and legs were broken
My feet were splintered
My head was cracked
I couldn't walk
I couldn't talk, smell, feel
Couldn't see
Didn't know where I was
I was bald
Quite lucky to be alive though
[Verse 7]
Well, feeling like I just climbed out of my casket
I grabbed back hold of my picnic basket
Took the wife and kids and started home
Wishing I'd never got up that mornin'

[Verse 8]
Now, I don't care just what you do
If you want a have a picnic, that's up to you
But don't tell me about it, I don't want to hear it
You see, I just lost all my picnic spirit
Stay in my kitchen, have my own picnic
Have a picnic in the bathroom

[Verse 9]
Well, it don't seem to me quite so funny
What some people are going to do for money
There's a brand new gimmick every day
Just to take somebody's money away
I think we ought to take some of these people
And put them on a boat, send them up to Bear Mountain
For a picnic"
Angry World,Neil Young,"['rock', 'blues', 'jazz', 'r&b']","Some see life as a broken promise
Some see life as an endless fight
They think they live in the age of darkness
They think they live in the age of Light

It's an angry world
And everything is gonna be all right
Yeah it's an angry world
Yeah it's an angry world
Some see life as hope eternal
Some see life as a business plan

Some will go to hell's inferno
For screwing up their life in freedom land

It's an angry world
For the business man and the fisher man
It's an angry world
And no doubt everything will go as planned
Yeah it's an angry world
Yeah it's an angry world"
Party in the U.S.A.,Miley Cyrus,['pop'],"[Verse 1]
I hopped off the plane at LAX
With a dream and my cardigan
Welcome to the land of fame excess (Whoa)
Am I gonna fit in?
Jumped in the cab, here I am for the first time
Look to my right, and I see the Hollywood sign
This is all so crazy
Everybody seems so famous

[Pre-Chorus]
My tummy's turnin' and I'm feelin' kinda homesick
Too much pressure and I'm nervous
That's when the taxi man turned on the radio
And a JAY-Z song was on
And a JAY-Z song was on
And a JAY-Z song was on

[Chorus]
So I put my hands up
They're playin' my song, the butterflies fly away
I'm noddin' my head like, ""Yeah""
Movin' my hips like, ""Yeah""
Got my hands up, they're playing my song
You know I'm gonna be okay
Yeah, it's a party in the U.S.A. 
Yeah, it's a party in the U.S.A. 
[Verse 2]
Get to the club in my taxi cab
Everybody's lookin' at me now
Like, ""Who's that chick that's rockin' kicks?
She gotta be from out of town""
So hard with my girls not around me
It's definitely not a Nashville party
'Cause all I see are stilettos
I guess I never got the memo

[Pre-Chorus]
My tummy's turnin' and I'm feelin' kinda homesick
Too much pressure and I'm nervous
That's when the DJ dropped my favorite tune
And a Britney song was on
And a Britney song was on
And a Britney song was on

[Chorus]
So I put my hands up
They're playin' my song, the butterflies fly away
I'm noddin' my head like, ""Yeah""
Movin' my hips like, ""Yeah""
Got my hands up, they're playing my song
You know I'm gonna be okay
Yeah, it's a party in the U.S.A. 
Yeah, it's a party in the U.S.A. 
[Bridge]
Feel like hopping on a flight (On a flight)
Back to my hometown tonight (Town tonight)
Something stops me every time (Every time)
The DJ plays my song and I feel alright (Hey, hey)

[Chorus]
So I put my hands up
They're playing my song, the butterflies fly away
I'm noddin' my head like, ""Yeah"" (N-n-n-noddin' my head)
Movin' my hips like, ""Yeah"" (Ooh, yeah)
Got my hands up, they're playing my song
You know I'm gonna be okay (Gonna be okay)
Yeah (Na-na, na-na), it's a party in the U.S.A. 
Yeah, it's a party in the U.S.A. 
So I put my hands up
They're playing my song, the butterflies fly away (Flying away)
I'm noddin' my head like, ""Yeah"" (Noddin' my head like, ""Yeah"")
Movin' my hips like, ""Yeah"" (Movin' my hips like, ""Yeah"")
Got my hands up, they're playing my song
You know I'm gonna be okay (I'm gonna be okay)
Yeah (Yeah), it's a party in the U.S.A. 
Yeah (Ha-ha-ha-ha), it's a party in the U.S.A. "
Dance Yrself Clean,LCD Soundsystem,"['pop', 'dance', 'alternative']","[Verse 1]
Walking up to me expecting
Walking up to me expecting words
It happens all the time

Present company excepted
Present company except the worst
It happens every night

[Hook 1]
Ah-ahhhh-ah-ah
Present company excluded every time
Ah-ahhhh-ah-ah
Present company, the best that you can find

[Verse 2]
Talking like a jerk
Except you are an actual jerk
And living proof that sometimes friends are mean

Present company expect it
Present company, just laugh it off
It's better than it seems
[Hook 2]
Ah-ahhhh-ah-ah
Present company excluded in every way
Ah-ahhhh-ah-ah
Present company, makes me wanna stay
Go

[Verse 3]
Killing it with close inspection
Killing it can only make it worse
It sort of makes it breed

Present company accepting
Presently we all expect the worst
It works just like a need

[Hook 3]
Ah-ahhhh-ah-ah
Present company excluded in the night
Ah-ahhhh-ah-ah
Present company included in the fight

[Interlude]
Ah-ahhhhhhh
Ah-ah-ahhhh
Ahhhhh
Ah-ahhhh
[Verse 4]
Don't you want me to wake up
Then give me just a bit of your time
Arguments are made for make-ups
So give it just a little more time

We've got to bring the resources
I wanna play it 'til the time comes
Forget your string of divorces
You go and throw your little hands up

[Bridge 1]
It's late
Oh
Honey, it's late
Oh

[Verse 5]
I miss the way the night goes
With friends who always make it feel good
This basement has a cold glow
Though it's better than a bunch of others

[Chorus]
So go and dance yourself clean
Go and dance yourself clean
You're blowing Marxism to pieces
Their little arguments to pieces
[Bridge 2]
It's your show
It's your show
It's your show
It's your show
It's your show...

Put your little feet down
And hang out

[Breakdown]
Every night's a different story
It's a thirty car pile-up with you
Everybody's getting younger
It's the end of an era, it's true

[Bridge 3]
And you go
Stop, stop, stop, stop
Stop, stop, stop, stop

[Verse 6]
Break me into bigger pieces
So some of me is home with you
Wait until the weekend
And we can make our bad dreams come true

And it's a-go
Yeah, it's a-go
And if we wait until the weekend
We can miss the best things to do

[Chorus]
Go and dance yourself clean, ah
Go and dance yourself clean, yeah
You're blowing Marxism to pieces
Their little arguments to pieces

[Outro]
We should try a little harder
In the tedious march of the few
Every day's a different warning
There's a part of me hoping it's true"
