song,artist,genres,lyrics
Crime,Mr. Dream,['rock'],"It's a crime, the way they chop up my girlfriends
It's a sign, we shouldn't fight anyway
We got time, to dig em out of the dustbins
They're not mine, but i'll dig em out anyway

It's like a twist
It's in the wrist
It might get weird so don't flake
So stuffed with sound
So pound for pound
So old you just can't kill

It's a crime, the way they chop up my girlfriends
It's a sign, we shouldn't fight anyway

Too cold to drink
Too fat to sink
Too old but not antique yet

We pushed 'em down
We took the mound
We put our foot on it
Come on, judges, it's in your hands
I won't blab on but I can't stand-
All the crime, and ways they chop up my girlfriends

It's a sign, we shouldn't fight anyway
Shouldn't fight anyway"
Scarred for Life,Mr. Dream,['rock'],"Missed my alarm, I woke up late
I'm standing on the other train
The window smeared with blood and brain
And now I'll never be the same

He took off on a summer day
An early weekend at the lake
She washed up hairless, had no face
And now he'll never be the same"
Holy Name,Mr. Dream,['rock'],"Oh, it never made sense to me
Ya cut it but it never bleeds
An ocean but it wasn't deep
And detrimental to the team

Go
Run around the lazy screens
Cause losers have to wash the sheets
And losers never move their feet
So shoot it when you're hot
Not servin' (damnation, damnation)
Not servin'
Not servin'
Not servin'

Whoa
It never made sense to me
Another nut in the machine
It doesn't look like blood to me
But everybody's red, oh
Not servin' (damnation, damnation)
Not servin'
Not servin'
Not servin'

Callin' in the pros
Stealin' all the signs
Suckin' down the wine, the wine...

All the wings but no control
All the things we oversold
Make the cuts, collect the gold
All the wings but no control"
Shotgun Tricks,Mr. Dream,['rock'],"Not a game to me
It's always real to me
It's always fun, it's never dull
Cause honey, in my eyes, everything's a target

Line 'em up for me
Mow 'em down for me
Nice and slow
Nice and slow

And honey go get my
Shotgun
Go get my (shotgun)
Bang bang bang bang bang

I've been to Hell
Everyone cries there
The demons are great
But no one has eyes for the truth that flows so cold

That's how it feels
That's how it feels to me
It's all like ""drop dead,"" to me
So honey go get my
Shotgun
Go get my (shotgun)
Bang bang bang bang woo-hoo
I've been to Hell
Everyone cries there
The demons are great
But no one has eyes for the truth that blows so cold

Hey!
Stand back
Stand still
Cause I'm bad news"
Walter,Mr. Dream,"['hip hop', 'r&b']","Walter's got a big problem
The secret's out, after 32 years and 5 months
The man's got shit for brains
Shit for brains

Ha ha ha, the end of the charade
Ha ha ha, the difference that it made
Disappointed in me, disappointed in you
It's still amazing that we never knew, never guessed for so long

People saying that keeping his mouth shut
Is proof that he ain't dumb
He ain't dumb"
Unfinished Business,Mr. Dream,"['hip hop', 'r&b']","The road we take won't define us
The ice we break has no ability to complain
We got strong, we moved on, we thew dance-offs on the lawn, they can't hurt us
We got conned, we respond, we bring tow trucks to the prom, they can't hurt, hurt us

It's almost done
It's almost done
It's almost done
Then we're strong, number one, point our spaceships at the sun

The limbs we shake won't support us
The laughs we fake have no ability to explain
We went long, we got soft, we tapped sleepers they went off, who can hurt us?
Number one, we piss bronze, raced some race cars, got us blondes, who can hurt us?

It's almost done
It's almost done
It's almost done
Then we're strong, number one, point our spaceships at the sun

Well hey, we got strong, and we moved on, they can't hurt us
Oh and, we got conned, we respond, who can hurt us?
(da da da da da da da)"
Sound of da Police,KRS-One,"['hip hop', 'r&b']","[Produced by Showbiz]

[Chorus]
Woop-woop! That's the sound of da police
Woop-woop! That's the sound of da beast
Woop-woop! That's the sound of da police
Woop-woop! That's the sound of da beast (Yes indeed)
Woop-woop! That's the sound of da police
Woop-woop! That's the sound of da beast
Woop-woop! That's the sound of da police
Woop-woop! That's the sound of da beast (Yes indeed)

[Verse 1]
Stand clear, Don man'll talk
You can't stand where I stand, you can't walk where I walk
Watch out, we run New York
Policeman come, we bust him out the park
I know this for a fact, you don't like how I act
You claim I'm sellin' crack, but you be doin' that
I'd rather say see ya, ‘cause I would never be ya
Be an officer? You wicked overseer!
You hotshot, wanna get props and be a savior
First show a little respect, change your behavior
Change your attitude, change your plan
There could never really be justice on stolen land
Are you really for peace and equality?
Or when my car is hooked up, you know you wanna follow me
Your laws are minimal
‘Cause you won't even think about lookin' at the real criminal
This has got to cease
‘Cause we be getting hyped to the sound of da police
[Chorus]
Woop-woop! That's the sound of da police
Woop-woop! That's the sound of da beast
Woop-woop! That's the sound of da police
Woop-woop! That's the sound of da beast

[Verse 2]
Now here's a likkle truth, open up your eye
While you're checkin' out the boom-bap, check the exercise
Take the word overseer, like a sample
Repeat it very quickly in a crew, for example
Overseer, overseer, overseer, overseer
Officer, officer, officer, officer
Yeah, officer from overseer
You need a little clarity? Check the similarity!
The overseer rode around the plantation
The officer is off, patrollin' all the nation
The overseer could stop you, ""What you're doing?""
The officer will pull you over just when he's pursuing
The overseer had the right to get ill
And if you fought back, the overseer had the right to kill
The officer has the right to arrest
And if you fight back they put a hole in your chest
(Woop!) They both ride horses
After 400 years, I've got no choices
The police them have a likkle gun
So when I'm on the streets, I walk around with a bigger one
(Woop-woop!) I hear it all day
Just so they can run the light and be upon their way
[Break]
Yes indeed
Yes indeed
Yes indeed
Yes indeed

[Chorus]
Woop-woop! That's the sound of da police
Woop-woop! That's the sound of da beast
Woop-woop! That's the sound of da police
Woop-woop! That's the sound of da beast

[Verse 3]
Check out the message in a rough stylee
The real criminal are the C-O-P
You check for undercover and the one P.D
But just a mere Black man, them wan' check me
Them check out me car, for it shine like the sun
But them jealous or them vexed, ‘cause them can't afford one
Black people still slaves up 'til today
But the Black police officer nyah see it that way
Him want a salary, him want it
So he put on a badge and kill people for it
My grandfather had to deal with the cops
My great-grandfather dealt with the cops
My great-grandfather had to deal with the cops
And then my great, great, great, great—when it's gonna stop?!
[Chorus]
Woop-woop! That's the sound of da police
Woop-woop! That's the sound of da beast
Woop-woop! That's the sound of da police
Woop-woop! That's the sound of da beast
Woop-woop! That's the sound of da police
Woop-woop! That's the sound of da beast
Woop-woop! That's the sound of da police
Woop-woop! That's the sound of da beast

[Break]
Yes indeed
Yes indeed
Yes indeed
Yes indeed

[Chorus]
Woop-woop! That's the sound of da police
Woop-woop! That's the sound of da beast
Woop-woop! That's the sound of da police
Woop-woop! That's the sound of da beast"
Touch It,Pusha T,"['hip hop', 'r&b']","[Chorus: Kanye West]
I'ma need you to touch it, touch it, touch it
Or just kiss it, kiss it, shit do something, do something
Can you just touch it, touch it, touch it
Or just kiss it, kiss it, shit do something, do something

[Verse 1: Pusha T]
Please, pretty please
I just wanna see you down on your pretty knees
Or maybe you could touch it, see where it leads
Go 'head, just beat it like you was Billy Jean
You grown and you sexy, you following the fiend
That coconut Ciroc, see that's all we really need
You in college now, so you too old to tease
I hoping you can polish like Pledge what I need
And I ain't being selfish, we can't call it greed
Cause I return the favor like playing to the screen
I'm moving too fast, cause just when I believe
You came to shut it down like Drake and the Dream

[Chorus: Kanye West]
I need you to touch it, touch it, touch it
Or just kiss it, kiss it, shit do something, do something
Could you please touch it, touch it, touch it
Or just kiss it, kiss it, shit do something, do something
[Verse 2]
Yeah, she claiming that she didn't know
How to kiss it like she standing under miseltoe
My love game got you feeling so official though
I let you referee, just let your whistle blow
I'm never out of bounds, I'm on a higher ground
I'm never empty handed, coming from out of town
The Commes Des Garcons, the Christian Louboutin
The J Brand jeans look like you drew 'em on
I don't deny it, baby I just buy it
Once I get the mood right, maybe you should try it
Alas, I'm past on my past
I ran like the flash and I saved the best for last

[Chorus: Kanye West]
I'ma need you to touch it, touch it, touch it
Or just kiss it, kiss it, shit do something, do something
Can you just touch it, touch it, touch it
Or just kiss it, kiss it, shit do something, do something

[Verse 3]
See we can take it slow, or we can take it there
I'm thinking lap dance and you should take a chair
We both give a little, we just play it fair
You see this back and forth, for me it's kinda rare
Put out cards on the table, let's play truth or dare
Let your hair down, I don’t have you pegged as a square
Just let loose as you ride in that ruthless
You my new girl, you allowed to give me goose neck
We don't give a damn, who's watching
Me slowing down, not an option
And the buck hair's waving in the wind
You are such a champ how you take it on the chin
[Chorus: Kanye West]
I'ma need you to touch it, touch it, touch it
Or just kiss it, kiss it, shit do something, do something
Can you just touch it, touch it, touch it
Or just kiss it, kiss it, shit do something, do something"
Skit 2,Lil Wayne,"['hip hop', 'r&b']","[Lil Wayne]
What’s up though?
Yeah, this is No Ceilings
I’m really hoping that you’re enjoying what you’re experiencing
What you’re hearing, what your listening to
Once again, thank you for listening to this, thank you for experiencing this
Again, this is No Ceilings
I would love for you to look up into the building and understand that there is no ceilings
There’s only the sky, and the sky is the limit
Christopher Wallace said that
In the background I got Shannel banging right now, you know just vibing out
Real grown and sexy right now – do people still say that? Grown and sexy? I say it so fuck it
This is No Ceilings, and uhm I ain’t gonna do too much talking like I said
I just wanted to check in with you and make sure you was enjoying what you was doing
And uh, thank you for everything
I’m out, No Ceilings!"
Dey Know Remix,Shawty Lo,"['hip hop', 'r&b']","[Intro: Shawty Lo]
Yeah, Shawty Lo and the big cats
Yeah (Hey)
It's the remix (Yeah)
So bring your top hat, ay!

[Verse 1: Shawty Lo]
What you talkin' 'bout? It's L-O
I rap now, this rap schizo
Thirty bands, fo shizzo
And eight balls same price as the kilo
I'm a boss, handle my B-I
And I got them same kinda guns like T.I
See I been that way since knee high
Real dope boys so you know I trap or diz-ie
No liz-ie, I'm hiz-igh
Like Kells, I believe I can fliz-y
And yeah, I'll see you later
Big ups to all my haters!

[Verse 2: Ludacris]
Guard your woman dawg or I'll take her
You'll hear her scream from College Park to Decatur
I was a snotty nose with no paper
Now my crib sittin on twenty-two acres
Get it right fool, I gets money (yep)
If you think Luda's not filthy, you's a dummy (yep)
I was allergic to the roof on the cutty
So I took the top off like a Playboy Bunny
Catch me pimpin in a robe and some slippers
Riding down 85 while I'm stunting on my Gixxer
Mouth full of Swishers or riding with your sister
And six David Beckhams or a trunk full of kickers
Take a picture of the mister, it'll last long
And these haters get stretched out like a bad thong
So partner mash on or get mashed up
Think you can fuck with Luda then put a million of your cash up, hi!
[Hook: Shawty Lo]
L-O, L-O, dey know, dey know
L-O, L-O, dey know, dey know
L-O, L-O, dey know, dey know
You better rep where you from if you get, get, get it

[Verse 3: Young Jeezy]
I'm in my cool whip, inside's jello
Hop up out that pretty motherfucker like ""Hello""
(Hello) Hello, ladies how you doing?
That nigga crazy girl, don't say nothin' to him
They know, they know, got white, low low
Rob who? Take what? (gun cocks) hello
They know, I give a fuck about them haters
Young Jizzle been getting paper
Granite wheels on the coupe Life Savers
Hit the club with twenty broads like Flavor
I'm on the top floor, no neighbors
Who you kidding? I get my 87's tailored

[Verse 4: Plies]
Went from two ounces to a Maserati
First rap check, bought choppers for everybody
Before they know what's under my shirt, the Glock 40
Get 25 a show, next month I want 40
Born a real nigga, but I'ma die a goon
Just bought a new chopper, gon' use it real soon
Got the streets on lock homie, I can't lose
Put me anywhere, I'm the realest nigga in the room
Take a look at me, I'm what you call street approved
Got a lot haters, but even more tools
I play dumb homie, but never been a fool
Cut my dawg off, I heard he snitchin too
[Hook: Shawty Lo]
L-O, L-O, dey know, dey know
L-O, L-O, dey know, dey know
L-O, L-O, dey know, dey know
You better rep where you from if you get, get, get it

[Verse 5: Lil' Wayne]
Hah! Now what I look like
And if it ain't money, then I don't look right
Haha, and that don't sound right
I swear you can get a full clip, not a sound bite
Hah! Su-Woo gang
And if you ain't with it then you in the food chain
I'm in that wide body, I'ma need two lanes
Blue seats, white paint, wetter than new rain
Like a white person with blue veins
I keep a black Glock, red dot, blue flame
Feet hanging out the window, jock my shoe game
Cause all my kicks fly, like Liu Kang
Haha, old player, new game
I'm focused, I'm thinking like I got two brains
I'm in my prime, I feel like a new Wayne
How come there is two women, but ain't no two Waynes?
I don't know what you do but I do thangs
It's Mr. Every Time You See Me, Got A New Chain
My flow crazy, I ain't too sane
But I am the shit, and they just poop stain
[Hook: Shawty Lo]
L-O, L-O, dey know, dey know
L-O, L-O, dey know, dey know
L-O, L-O, dey know, dey know
You better rep where you from if you get, get, get it"
