song,artist,genres,lyrics
Romans Revenge Freestyle,King Los,"['hip hop', 'r&b']","Los (hahaha)

Oh my god stand back you can not be serious
A box of tampax couldn't stop me, period
I be killin' every track so the slayer never stops
I just bang bang bang like the Wayans brothers pops
Will I take a brother's spot?
Dont cops hate niggas?
Don't paper cover rock?
Dont rock break scissors?
Dont I say the sickest shit
Make a critic shit
In his britches
Make a British bitch
Send me titty flicks
Go shorty its your birthday
Gave her 50 cent
No bucks no bank yup shit's ridiculous
Haters finna get back
3 feet I'll get that 3 feet pushed back
3 feet I meet the track
Like track meet actor
Least break the record
So whoever made it after
Me's takin second
Take a second recognize the motherfuckin level I am on
2nd place is only good when you buyin homes
So whatchu buying homes, Impalas on polished chrome
YES! cuz a nigga got next like collar bones
(uh uh) I be crushin them faggots
And my bars O.D but im a functionin' addict
Catch a nigga in my lane and I'm a dust em in traffic
Im a deadbeat dad I dont fuck with you bastards
I got one .22 two loaded clips
Three .45's 6 shots and a couple of caskets
Then I snap snap flashback backtrack
Black hat backpack black ac blap blap blap blap
Wack rap cats get nap mats I'm kat stack
Black Lac' all black snap back my cash stack
I'm past that the point of no return
If a nigga snitchin on me then that pointer don't return
I knock his mask off that nigga stealin' from me
And I chop his hands off then his pointer don't return
Burn from the fire of my litta richa
Study this it might make you a little richer
Great balls of fire no Little Richard
I'm cut too big for your little britches
My truck too big for your little bridges
My nuts too big for you little bitches
To suck on so get the fuck on or fuck off
Your heart disappear when its war time no love loss
Wuddup dawg mention me I get gung-ho
Getcha haters up like me and Miss Monroe
One more time for my niggas in the jungle
You're a ant I could make a lion say uncle
Fester invest in the ves im the bester
Blessed her mic like Mike like Drexler
I love ropes and rings I might like wrestlers
I'm restless I jump on the mic quite reckless
Etch-a-sketch watch with the light bright necklace
All yellow avirex bright white Lexus
Knock your block off not quite like Tetris
Throw my bone out to your wife like fetch this
Question whatever the question is I'm the answer
But put this on repeat I dont miss a beat I'm a dancer
Answer me this how many you niggas just can't believe this
I smashed this, Jesus!"
Knuck If You Buck,Lil Wayne,"['hip hop', 'r&b']","[Verse 1 - Mack Maine]
Young Maine for President
I'll probably paint the White House black if it was my residence
Bush back in office, some niggas feel that's irrelevant
Cause they still pedalin' this medicine, but anyway, anyday
I can zurk off quick and make my semi spray
Send some of my men away just to blow your men away
Stephon Marbury type bullets, they like the penetrate
Young Money, we outta school, but we got chemistry
Young Spitta, Young Maine, Young Cop, Young Mobb, Tez Poe
We don't pass the rock nigga, we ball hog
Mad slow in the Escalade nigga, y'all all fall
Jack your fresh ass Caddy and steal your white walls
Nigga, we don't like y'all
Hell yeah, we will fight y'all
We ain't on no Tyson shit
We ain't tryna' bite y'all
Knuckin' if you buckin', probably bustin' at your cousin
How youngins' that spout something
Y'all niggas ain't 'bout nothin'
[Verse 2 - Lil Wayne]
Nigga we bussin', and bussin', to the bang of buss
No, we don't run for the Olympics, but the flame with us
I got that tussin', that scummy, and that angel dust
So pick your high, I will supply and correct changes, what's up
We bring the bussin', we bussin' like this thang for us
You niggas is sleeveless man, you can't hang with us
I got a bitch who speak Spanglish
She keep her bangles danglin'
And the cocaine is right up in her anus
Old Wayne is right up in the spot where he supposed to
Be, got Hova at the game and now he coachin'
Me, but I've been the champion, happy as I ever been
Lampin' in the Hamptons like, what the fuck is a hammock
The chef up in the kitchen like, what the fuck is a sammich
I'm like, we gotta find middle ground, we need balance
Challenge me, that be to my advantage
I'm outstanding, like standing outside up in the twister and walking not damaged
Standing outside up in the blizzard and walking hot handed
Serving nicklebags in Iraq, bet I will not panic
Swerve the nickel black, if I wreck, bet I will not panic
Cop another one the next day and drive it crazier
The seats will be lazier, shit'll be gravier
Nina Sarafeena my girl, so then I baby her
Wavin' at her at 2 crazy, Fugazis, I'm too brazen, 3 brazees deep
We got .380s and P80
9s, 9s, M-10ss and M1s and 12 gauges
Shell cases, money put up for jail cases, bail make it
My momma say, tuck your chain son, they'll take it
I hit her with one of them stale faces, like
I'll be damned momma, they know who I am momma
I'm still your little boy, but to them, I'm the man momma
Fuck with your boy, man Hollygrove the hood, nigga
Throw it in your face 'til you get that understood
[Verse 3 - Curren$y]
Niggas know I'm heavy with the coke, with the coke
In the Impala SS and sittin' heavy on the spokes
Never am I broke man, I'm playin with some change
I get a nigga soaked like he playing in the rain
And everywhere I go, a ho starin' at my chain
I'm the most valuable player in the game
All these haters wanna ride me
Cause I got more kicks than niggas with black belts in karate
Keep a redbone with a real nice body
Just copped a 'Lac and a yellow Maserati
Niggas ain't fuckin with the dawg
When Young Money shoppin', we don't leave nothing in the mall
These niggas ain't as rich as us
Man your rims too small, get your motherfucking inches up
Cause I copped me a Benz today
Just to go on 106 & Park and hand the keys over to Free and AJ
Yeah"
Thinkin bout You,Diggy,"['hip hop', 'r&b']","(Diggy)
Uhh yeah, uh uh uh uh yeah...
But girl, I gotta let you know that...

[Hook: Bei Maejor]
I know we're apart but
You still got my heart and...
Do you ever, think about me?
No I don't deserve this
What we had was perfect
I just want you to know, girl
That I'm always, Thinking bout you

[Verse 1: Diggy]
Hey Ms. Anonymous
Lately I've been reminiscing
On all our kisses and what we had
I'm kind of missing, it got me trippin'
Cause everything just been so different and
Every time I'm in the heights, It got a nigga thinkin'
What if she better off without me just runnin' abroad
Do she got a new man or just waiting up on my calls?
Can't figure it out but I know I gave you my all
Funny how you took it for granted and then just called it off
The jewelry , the flowers , them late night hours
When I would confess the way I felt told you
I thought the world was ours
But I guess I was mistaken
Because when I was in Vegas
I got a call when you were saying that you couldn't take it
What? Yeah she said it was just too much
Girl what you think this was a crush?
Nah, I wasn't even in a rush
But the way you had me feelin'
I thought you wanted us
[Hook: Bei Maejor]

[Verse 2: Diggy]
Everything seemed so perfect, almost like a dream
I guess a nightmare in disguise is all that you can see
But through the eyes of everyone around as well as me
We knew that our chemistry incredibly made us complete
So when it went down I was at a loss for words
I couldn't take it everything that I just heard
And anything that happened between us was now a blur
Cause only last week we were good then that occurred
So unexpected, your behavior didn't reflect it
Felt disconnected something between us intersected
All the affection gone, what happened to the blessing
We had together for so long, you and I perfected
I bet to you it didn't mean a lot
I mean I know you said it did, but right on the spot
You went and ban me from your life like a boycott
Well just imagine how much hurt this boy got

[Hook: Bei Maejor]

[Bridge: Diggy]
Late night just putting up a fight
With my feelings when I know it ain't right
Ain't never had this much strife in my life
But baby I can't stop
Thinking bout you
[X2]
Thinking bout you"
Keep It Rollin,Kid Ink,"['hip hop', 'r&b']","[Hook]
I said go and put your lighters up, what you smoking?
You can smell it over there and back, ain't even open
With your girlfriend getting high
And we floating, making movies with the cameras on
Just keep it rolling baby
Just keep it rolling baby
Just keep it rolling, said I'm tryna smoke another one
Just keep it rolling baby, just keep it rolling
You ain't gotta turn the cameras off, just keep it rolling

[Verse 1]
You would think that it was Christmas how I got her open
You can see it in her poker face, I got her folding
Baby girl if you getting high, I got the potion
Now them hoes ain't choosing, nigga I'm already chosen
I ain't blind I can see you hate, I keep it rolling
They just mad cause they not here and I'm the opposite of cold
And I'm getting fast money, yeah the opposite of codeine
At the table tryna get another bottle from that hostess
With a pocket full of Trojans, you can call me Roman
Kid Ink the entertainer they be wishing and they hoping that
I'mma take her home cause this the after party
Get turnt up we already got started
[Hook]
I said go on put your lighters up (what you smoking)
You can smell it over there, back (ain't even open)
With your girlfriend getting high
And we smoking, making movies with the cameras on
Just keep it rolling baby
Just keep it rolling (been tryna smoke another one)
Just keep it rolling babe
Just keep it rolling babe
You ain't gotta turn the cameras off, just keep it rolling

[Verse 2]
I ain't ever gon' stop no, I keep it going
Walking like a giant, fi-fye-foing
Tatts everywhere, scarface Lil Tony
They don't ever tell me no, they say yes like Lil Corey
And I'm smoking on some good, euphoric
Put my CD in and she gon' like you for it
Kid Ink baby, say hi to the bad guy
Only one year and I ain't nothing like the last guy
In the club, it's alright
We can leave, we ain't gotta stay all night
Know, it's OG waiting back home
Lil kid you can feel it in your back bone

[Hook]
I said go on put your lighters up (what you smoking)
You can smell it over there, back (ain't even open)
With your girlfriend getting high
And we smoking, making movies with the cameras on
Just keep it rolling baby
Just keep it rolling (been tryna smoke another one)
Just keep it rolling babe
Just keep it rolling babe
You ain't gotta turn the cameras off, just keep it rolling
[Outro]
I don't know about you, but I'm living in the moment
You can hate if you want but I'mma keep it rolling
Gotta super bad bitch feeling like Seth Rogen
Making movies all night, just keep it rolling babe

[*spoken*] this the part when you get your lighters out,put them in the air just keep it rolling baby

[in the background]
Rolling
Rolling
Rolling
Rolling"
Free Jazzmataz,Das Racist,"['hip hop', 'r&b']","[Verse 1 - Kool A.D.]
Innocent eyes like that of a turtle
Purple nurple, titty twister
Wet willy, my fuzzy verbal math is
Silly but cute, a fat gerbil
11foot8.com
Hot mom, Dodge Caravan
Monster truck wheels, who cares, man?
New Chairman Mao
But dumb, gun shy, dumb guy
Run blind towns with one eye
While any child pop star malfunctions
All black Maybachs turn to pumpkins
In 2012, oh welly well
In a belly shirt, R. Kelly
Kirk Hammett shredding bananas
Damn, blood

[Verse 2 - Heems]
Damn, blood
I lay back to the max like why gild the lily
Rock shows from Philly to the Billy Billy
For silly kids who burn Phillies
Swishers, Dutchies, East Indian Masters
With the ghetto blaster, talk about Shasta
Vijay Iyer, DR
It's free jazzmataz
Scream on your ass like a minority dad
Minorities mad, who you foolin, B?
White people's skin is their jewelry
[Verse 3 - Kool A.D.]
Do it Hima, me?
Maneuvering's nothing new to me
Ma, Nuva ring's nothing new to me
Cuban, B, poking the baloney
You people so Ponyboy
Macho Man Randy scandalous savages more noble
Porno, global, corner store, Pedialyte
Mosquito bite Peter (???)
And politics is no fun for young guns
Young ones want fun
Give it to them, take it from them, make them want it
Wake and bake, one take Jakes taking bacon from them

[Verse 4 - Heems]
I take one of your chicks
Straight from under your armpit
The brown Brad Pitt, Mark Ruffalo
Something like the Duffman
Tough man, duff your mans like w's, man
Yoga fire, copyright infringement
Kids is getting it in
Babies having babies, navy colored avies
Maybe you could pay me
Cyberbully lame bands until they murk themselves
Working themselves up over nothing
Bumping something cooler than what bump in your tape player
Playa, I'm great, stay away, rare flare mayor
Good luck
Hooligans packing toolies, acting unruly
Fiji water, greed disease
Please, all I need is sess and a cool breeze
Maybe some palm trees, some leaves to eat
And a roof over my dome, a home
[Verse 5 - Kool A.D.]
Alone, MacCaulay Culkin Straw Dogs
Don't even go there again, girlfriend
There's your man, spray-tanning Dakota Fanning
At the Getty gas station
Petty cash making
Chuck E. Cheese, mouse traps, star power
Nap 20 minutes like Da Vinci did
Lewinski lips on the Frisbee
Quick, look, it's the Dixie Chicks
RISD, bricks, thizzy(?), get with me
If you want it, and if you don't want it, then don't

[Verse 6 - Heems]
I won't
The brother cold, scold foes
Ace Ventura seventh grade humor tumor
Family Guy quoting for laughs
You played out
See something, spray something
Get sprayed out
No way out
My senorita que loque
Like no way ose
Dimelo hombre que fue
This is your brain on drugs, frying
The white man like Simba, Mufasa, lying
If I'm lying I'm dying, trying, buying time
More the Rafiki type, freaky deaky type
Poo poo pee pee type, tonight get light
Get right, right in the head
[Verse 7 - Kool A.D.]
New Jamba Juice is my house
New my house is your house
My new mouth is your blouse
I GMail spoken word poetry to a cloud
That Dick Cheney made with his brain piece
Diplo's drunk ass approved it
For bringing back all that smart shit that's actually stupid
I'm actually pooping in my hand and throwing it at Superman
Spiderman vs. X-Men, who's gonna win?
Tannins, Obama
Structural steel, what's it all mean?
Bear Vasquez, pause
I wear baskets on my head sometimes
Don't ask me where, ask if you can buy some and how much it is
Your sister put me on her bucket list
If you don't like this song, go suck a dick
This is the best song ever
Better than ""Juicy,"" better than ""Fur Elise""
Better than any song made by Jay-Z
Better than ""Two Weeks"" by Grizzly Bear
That's a pretty good song, right? You like that one?
It's better than the intro song to Pee-Wee Herman
It's better than..."
Excuse You,MC Paul Barman,"['hip hop', 'r&b', 'alternative']","[Intro]

[Verse]
I make def tunes, take from MF DOOM and Jeff Koons
No one left for the restrooms when I got on stage
I can rock the mic to silence by John Cage
With the arty flavor, I shoot the gift like a party favor
Flip the script and make it do cartwheels
Feel smart, steal hearts and start meals with chocolates
I drop gems like I got holes in my pockets
Why talk, heck, oh fuck
I catch wreck like a tow truck, silly kid
I'm iller than the Iliad and flow more than Shoah
While you're so corny you've gotta SOH CAH TOA
Pem Das EFX the number one skirmisher
I'm in the house like furniture, pessimist
I'll push the envelope off a precipice
I push the envelope so hard, it says 'excuse you'
Take two and pass, make you spin on your ass
Like a green paint sprinkler on white grass
I'm rapping, son (you're not my dad)
If you think you think outside the box, you're trapped in one
I'm advancing the art form, depantsing a fart storm
Some people don't like thinking, I guess it's too hard for 'em
My dope duds don't touch soap suds
I keep it realer than a rotoscope does
I keep it more Gully than Jonathan Livingston
Brag rhymes have no lag times, acrostics, narratives
Fibonacci challenge poems, declarative palindromes
Manifestos, my five fans can attest, yo
Coming soon, Morse code
Kiragami, Krikigami, Kirigami, Origami
Bombard you with retardulous wordplay
Rhymes come so easy I issue harsher restraints
And if I had any rhythm, maybe you'd finally faint
The way I communicate can make a frickin' eunuch mate
I write first person, light verse in a white hearse
And I'm the Ne plus ultra of B plus culture
My goal is to make you go Holy frijoles
Jesus H. Christ, where H stands for Holy crap
To boldly rap into the outer reaches, this doubter teachers
Defining God as aligning a divining rod with your reclining bod
Cause life is fickle, hellish, anemic, sickle cellish
Dude, you'll get chopped up like pickle relish
And when we perish, we're...
What's the term dude? Worm food!
Worm food, friends' memories fade
You're remembered by what you've made
So I intertwine my mind and my rhymes in a braid
I bungee jump into my grungy dump
And come up with a trust fundy, dust bunny, spongy clump
I got a very goth towel, a terry cloth cowl
And when I wear it, I'm a hairy moth owl"
2015,XV,"['hip hop', 'r&b']","[Hook]
The future of your life is right in front of your eyes
Just look up in the sky and I promise you’ll see
A bunch of L7′s bout as high as the heavens
And if you ain't checkin than the time will be
In 2015 (fi-fifteen, fi-fifteen)
In 2015 (fi-fifteen, fi-fifteen)
In 2015 (fi-fifteen, fi-fifteen)
In 2015 (fi-fifteen, fi-fifteen)

[Verse 1]
The year is here
Watching us squarians lives appear
L7′s all up in the air
They scared, we gave them a warning like global warming
I guess they didn’t care
Well, I would never ever allow that to control me
To see if you out last ya homies
Turn to XV when they weren’t fucking with me like foreplay
They abbreviated the OutKast like OK
It’d be a while for you see me, G
Next flow is PPV on MP3
Genuinely bare it all like MGD
But now it all seems closer like it’s in 3D
Welcome to the future
Flux capacitors capacity is to the maximum
While I’m asking them what’s a masterpiece
Cause next year ain't gon be what it seems
Year of the squarians, 2015
[Hook]

[Verse 2]
It’s like the second season of V
We coming for em all
They bitches screaming at me
For wishing on star
Surprising the fuck out of them, look
I’m droppping jaws, they leaving it up to me
To fix the ending of Lost
They all on they toes
And niggas that spit flows is cool
But I feel like I got more to prove
So when niggas stay bussin’ when y’all drove to school
In the cut like Neosporin in the open wound
Nominated for major dudes that supposed to lose?
I’m outta space cause I never was a local dude
Turned up noses and boo’s turned to ohh’s and oooh’s
All the fans I have now are probably mostly new
Cause niggas drop off and knock off
They probably would never pop off
And though I know I’m clutch
They won't let me get the shot off
And fuck em all, thought I wouldn’t succeed
Til they see, next year will be 2015
[Hook]

Yeah, you might be able to tell
Bout the atmosphere
Where we are, Squaria
Next year is the year that all Squarians been waiting for a very long time
I know that on Earth its called 2011
But on Squaria, next year will be
2015 (fi-fifteen, fi-fifteen)
2015 (fi-fifteen, fi-fifteen)
2015 (fi-fifteen, fi-fifteen)
2015 (fi-fifteen, fi-fifteen)

[Hook]
The future of your life is right in front of your eyes
Just look up in the sky and I promise you’ll see
A bunch of L7′s better side of the heavens
And if you ain't checkin than the time will be
In 2015 (fi-fifteen, fi-fifteen)
In 2015 (fi-fifteen, fi-fifteen)
In 2015 (fi-fifteen, fi-fifteen)
In 2015 (fi-fifteen, fi-fifteen)"
Situation Critical,Andre Nickatina,"['hip hop', 'r&b']","[Nickatina]
Situation critical cause shit ain't nothin nice
Motherfuckers play for keeps so niggas lose they life
Money comes in different ways, the dope game's kinda slow
Niggas used to havin money are lookin kinda po'
Dank or dope, there ain't no hope these niggas peelin' caps
Gangstas pullin major leagues and brag about the jack
Situation critical this chewy got me stuck
Indo calm a nigga down but keeps a nigga pumped
My partners mamas smokin rocks and turns into a ho
And since they fuck with that right nigga the gat will snort and blow
Killas move in silence and the jokers run they mouth
Fightin fools that don't exist take that nigga out
Cause his love is murder, two jack burgers takin your respect
Coke and dank sex then baked your homies in the set
So flash yo cash and whoop your ass if you've got more than me
And whatever you got is more than mine so nigga let me see
Cause jealousy's reality when it comes to niggas bread
And snitches go from rags to riches rattin' to the feds
Cause coke is queen and money is king and niggas want the crown
So all you niggas goin up you fuckers goin down
The situations critical with stories on the streets
Kill em dead and get yo bread but make sure that you eat
But I ain't done yet
The situations critical
[Nickatina]
My baby's momas trippin, got my son and I can't keep him
Wanna cry to hear him on the phone, but she won't let me see him
This chewy got me paranoid and goin kinda scared
Niggas startin to know my face so I had to cut my hair
Cause nigga, shit is gettin thick from here to Alabama
Cause every nigga's tryin ta like Tony ""Face"" Montana
Some niggas talk about they'll kill, but nigga no you won't
Some niggas that dream of playin hoop but end up sellin dope
Cause 3, 6, 5 like everyday man dolja takes it toll
And motherfuckas live to be a G Original
Cause kill groups, its keys the juke, and rubber band they G's
Money shows this ain't no joke, well bow down to your knees
Situation critical, fuck a 9 to 5
Chewy got these niggas amped and they ain't scared to die
So miss me with that bullshit and hit me with that bank
Miss me with that bammer bitch and rush me with that dank
Time is runnin out partna, time ain't runnin in
My freedom is the only life, so fuck the fuckin pen
So as I chew my juicy fruit and think about the dead
And all my niggas that had died because they had some bread
My mind is on another level nigga this is typical
Check my eyes I'm dyin inside, situations critical
Situations critical

[Nickatina]
Niggas dressin rich, knowin they broke without a doubt
Born and raised in the same hood in a roach infested house
Situation critical I think I'm bout to die
The enemy is creepin up and fuckin off my high
A nigga hit the 5th and makes it home in desperation
Wipe the sweat, hold my chest, and then I plot retaliation
Now before you clown you best calm down cause I read you like a book
Now must you stare cause I don't care, cause I won't even look
Thangs ain't what they used to be a motherfucka told ya
Niggas got the mind to kill and that includes the rollers
Cause 2, 4, 7 like everyday niggas servin cluckers
Beatin up the bustas, fuckin Tommy Tuckers
Some niggas say they gangstas and they love when money folds
But mosta the time these niggas be beefin over hoes
Cause pussy comes a savage beast and it also makes you broke
Especially when that sexy freak is snortin all your coke
So check my situation fool and check my state of mind
No matter how you makin paper nigga, thats a grind
My indo have an increase this week from eighth up to a half
And nothin funny motherfucka, nigga why you laugh?
So fuck this fame and fuck these records, motherfuck these raps
My mother's broke there ain't no hope, her son ain't got no snaps
Its the same old song I'm doin wrong, fool this is typical
Fuck the fuckin world mama, situations critical
Situations critical"
Scar Gardens,Grieves,"['alternative', 'hip hop', 'r&b']","(Verse 1)

Lay another one to rest in the valley of my shadows opened up
Bury all my expectations for a semi-normal love
And with it burning in my palms, massaging into my blood
I try to fight away my urges ""It's only gonna rope you up girl.""
Hear me, I know my capabilities of breaking
In the only thing that saves you from the feelings of trust
Believe the angel on your shoulder when she comes
Cause your devil's so familiar, and mine will leave you flustered like...
You count your tears like experience
And me? Just another sunken dream trying to deal with it
Calmly, reacting to every situation since you called me
Head dug into my palms thinking she don't honestly want this
And it's obvious yeah the sorrow sets it off
Hypnotizing both of us into agreeing with the odds
But in the dark I got a chance to fight it off
Instead I sleep with the chaos that will wander down the same Path that I chose to walk on

(Chorus)
She said it took her all her life
She’s steady looking at me like
She caught a glimpse of something
""I am not your paradise, girl""
And with it in me
Its better to save your wishes
For the moment after sailing away
She said it took her all her life
She’s steady looking at me like
She caught a glimpse of something
""I am not your paradise, girl""
And with it in me
Its better to save your wishes
For the moment after sailing away
""I should have never even shown you""

(Verse 2)

What it’s like inside the world I keep a lock on
Purple-hearted scar garden harvesting my thoughts song
And with the chalk gone, the problem still exists
At least the outline of its death prevents another fatal kiss
But that's impossible neither one of us opted to be positive
Stared each other in the face, and screamed until we lost it
And the fire magnetically pulled both of us right on top of it
Until one of us surrendered to rejection of the opposite
And this is not a love song, I’m working out my problems
The love songs what caused them, now i’m stuck and trying to solve them
And its all forever tarnished From beginning to the end
You use my smile as an ashtray and inhale its ending scent
Let it go, please let it go this will kill you
Reinventing us is not a miracle we still do and
Just as certain as I speak it to you now
I know I’ll wake up on the left side on the other side of town
Listen!..

(Chorus)

(Bridge)

""I am not your paradise, Girl""
""You should have never even asked""
""I am not your paradise, Girl""
""I should have never even showed you""

Baby, I can't make this right now... (4x)

(Chorus)"
Kill da DJ,Nicki Minaj,"['hip hop', 'r&b']","[Intro]
You know, it just dawned on me
I am Nicki Minaj, hahaha, oh

[Verse 1]
I ain't know the president live in DC
And I ain't know they call me Nicki Lewinsky
I never knew that dude with Jay was Pimp C
And I ain't know I be with Paris and Lindsay
I just know that I be on my fly girl shit
I fly girl pop up, and I fly girl dip
I fly girl stunt like a fly girl flip
And I don't never guzzle it, I fly girl sip

[Pre-Chorus]
Now get that Rosé, get that, get that Rosé
A little Hennessy and Louis the 13th
Now everybody look my way, my way
Excuse all my haters 'cause they looking sideways
Let's get it now, c'yeah
[Chorus]
You got me wrong
You be sittin' by the bar when it's your song
You can act like you don't like it but you do
You do, you do, do, do, do, do

[Refrain]
I think I'm gonna kill the motherfuckin' DJ
If he don't p-p-pull up, let the record replay
Record replay, r-r-record replay
I think I'm gonna kill the motherfuckin' DJ

[Verse 2]
I ain't know the police was the Babylon
I ain't know I'm cold just like an avalanche
I never knew my titties was bigger than Pamela
So paparazzi flicking, be flicking their camera
I just know that I be on my fly girl shit
My fly girl stomach and my fly girl hips
I fly girl ball, with my fly girl mitts
And I can only kiss another fly girl lips

[Pre-Chorus]
Now get that OJ, get that, get that OJ
A little cranberry and some Rémy Moné
Now everybody look my way, my way
Excuse all the haters cause they looking sideways
Let's get it now, c'yeah
[Chorus]
You got me wrong
You be sittin' by the bar when it's your song
You can act like you don't like it, but you do
You do, you do, do, do, do, do

[Refrain]
I think I'm gonna kill the motherfuckin' DJ
If he don't pull up let the record replay
Record replay, record replay
I think I'm gonna kill the motherfuckin' DJ

[Bridge]
Oh, fuck 'em like sexin', why they be flexing
When they know that this they song?
So interesting, fronting like they texting
Damn, them bitches got me wrong
Got me wrong wrong wrong
Got me wr-wr-wr-wr-wr-wrong
Got me wr-wr-wr-wr-wr-wr-wr-wr-wr-wr-wrong
These bitches got me wrong

[Chorus]
You, you, you, you, you got me wrong
You be sittin' by the bar when it's your song
You, you, you, you can act like you don't like it, but you do
You do, y-y-y-y-you do, do, do, do, do
[Outro]
You got me wrong (Kill the motherfuckin' DJ)
You be sittin' by the bar (Pull up, let the record replay) when it's your song (Kill the motherfuckin' DJ)
You can act like you don't like it but you do (Pull up, let the record replay)
You do, you do, do, do, do, do  (Pull up, let the record replay)"
