song,artist,genres,lyrics
The Apostles Creed,Jedi Mind Tricks,"['hip hop', 'r&b', 'pop']","[Apathy the Alien Tongue]
I sit upon a cloud of nuclear waste
And taste the orgasmic juice of a goddess with her lips spread on my face
As I speak in space touching a damaged piece of a satellite
Resembling wrecking remnants of a 2010 soliloquy
Entity, centuries from the time of man designed a plan
Of a time span of seconds to an immortal
Transport immortals in portals toward an Egyptian land
To then erect complex architect structures and pyramids
Melted parted rock with acidic chemical blood samples
From a reptilian females' period, I travel like the Iliad
But my ship sails amongst cosmic whales and intergalactic pirates
Telling tales of trails left by the gods
Through the center of the sun when they passed the spot
Jesus Christ was really an ancient astronaut
I attacked mastodons when I crashed upon Earth in the Ice Age
And twice laid mankeys with assistance of sound waves
And psycho-kinetics, you can't escape the wrath of Apathetic
The time has come for man to die, not project prophetic phonetics
Fugitive prosthetic limbs for hairy crippled or rejected
Exoskeleton extensions of cybernetic inventions
Moving swiftly like a Thundercat, my hunger tracks rats on the train tracks
And when I rap on tracks I attract tremendous energy sources
Changing forms through metamorphose
I travel darkened corridors with orbs of light and torches
We ride away on apocalyptic pale  horses
And disappear as shadows in the forest
And disappear as shadows in the forest
[Hook]
Non-conceptual, non-exceptional
Your whole aura is Plexiglas

[Yan the Phenomenon]
I take hold of truth eludes me like sands through the cracks in my hands
Retaliatory silhouettes in apocalyptic lands
Nomadic by the second, but I can't let this stress get the best of me
Though it test me on a daily basis
And traces the tracks of my tears down my cheeks and over my lips
Taste the freedom but it seems like gravity
Has me chained to this pathetic land like Satan's left burning lake of Chaos
But yet I continue on with no tendencies in my subconscious
So right there's a contradiction, because I'm aware of these tendencies
So they ain't in my subconscious anymore
More like forces that I conversate with, halves thirds and fourths
That I sliced my soul into a percentage
I know you wouldn't recommend it, so I wrote this letter and never sent it
Cause my pain, is my pain, I won't trouble you with my own
Now I swim through waves of asphalt with no place to call home
Yan on the lonely island and see a plastic smile speaking gibberish
At varying frequencies, burn out the radio and television transmissions
Or simply audible voices who wear the robes of righteousness
Equilibrium is fucked up from data overload
Enhanced by the fact that I walk on a narrow road
That's more like a tightrope between wisdom and insanity
Seems like clarity is the ever elusive goal
When insanity has the help of the omnipotent force of gravity
[Hook]
Non-conceptual, non-exceptional
Your whole aura is plexiglas

[Ikon the Verbal Hologram]
On the battleground you can go to war like Sudan
But I'm half-man and so you have to overstand
That the other half of me is made of liquid and steel
Ain't you sick and tired of people screaming ""keep it real""?
I'm powered by the ancients, spirit in the soul
It's war, and Ikon carries crossbows
But I toss foes through the center of the planet
When you battle me, you best be praying like a mantis
I will send you, through the depths of the Atlantic
To study transcripts of rhymes by the enchanted
Hologram, the verbal war paradigm
Traveling back in time to change the way y'all wack rappers rhyme
If I don't succeed you will bleed
The just punishment of the Apostle's Creed
This is hip-hop kid, shit is straight from the heart
You's an actor with a record deal trying to play the part

Like THAT, like that one time like that one time like that one time
Uh, my man Stoupe in the house like that one time like that one time
My man, Chico in the house like that one time like that one time
My man Yan the Phenomenon, in the house, like that one time one time
Ikon the Verbal Hologram, up in this muthafucka
Open up that third eye before I open it for you
Word is bond, Jedi Mind, '97, '98
Rappers, I decapitate like that
FUCK all y'all!"
I Who Have Nothing,Jedi Mind Tricks,"['hip hop', 'r&b', 'alternative', 'pop', 'jazz', 'rock', 'blues']","I, I who have nothing

[Verse 1: Ikon]
Intersections in real time
The unbroken circle and dimensions of the mind
The tie that binds
The eternal tie that defines
The vanity of my insanity in due time
Will shine
Like the night seas under the moon
The haunted corners of familiar rooms
Yet I'm consumed
We're vanishing into thin air
The realization that this shit is my cross to bear
So where
Did I think I could run away to see
The people that decided to leave without asking me
But we
Decide to wait for happier tomorrows
And find someone so they can be distractions from our sorrow
But my distractions the books of paper that I scrawl in
I'm eloquent as summer breeze and leaves that have just fallen
I've crawled in a corner hoping all of this will end
With the knowledge that love is just another word for revenge
I who have nothing but the comfort of my sins
I who have nothing but the comfort of my friends
[Hook]
I, I who have nothing
I, I who have no one
I, I who have nothing
I, I who have no one

[Verse 2: Ikon]
As I decay, demons prey above me like a vulture
Ability to endure contradiction is a high sign of culture
Verbal sculptures, self defacing
It is not God or lunacy that I am facing
But the erasing of the purity and passion of my words
The herds of cattle babble on with talk of the absurd
But I preferred
To walk away from all the feuds
To find my life is more confusing than a rubic's cube
So I'm subdued
In all my words of verbal prods
To live alone one must be an animal or a God
But it's official
All of my pain is clear as crystal
The natural side of life has now been seeming artificial
But I can hit you
And rest assured that I'mma last words
I could give a fuck about ya secrets and ya past words
I can pass words and their ability to hurt you
Patience is a virtue and knowledge is of commercial
I who have nothing but the pain that I refer to
I who have nothing but the pain that I've refered to
[Hook]

[Verse 3: Ikon]
Lost among the miracles, I stand alone
And I've grown into a being that's sitting on top a throne
I've known
For many years that I would turn to rust
I find a reason for another breath
Before my return to dust
I become one with science and mathematics and the rising of the sun
I'm numb
To all of those who blind and cannot see
The chastiser of the enemy
Perception requires duality
Inspect ya soul, the color of coal inside the body
I have hardly come across them who's holy
Send them to the cherubim to control thee
Burning of the sun and frigidness of the cold
The battlefield is new but the war is now old
You can never see the merest shadow of a halo
Above the head of evil djin who's deadly like tornado
The world has become an aquarium
Full of gaping fish with murderous smiles
I on the other hand stand on the outside looking in
Writing down murderous files
I who have nothing but the lack of variation
And I who have nothing but chains and suffocation
[Hook]

""There comes a time in every man's life when he's gotta handle shit up on his own"""
Retaliation,Jedi Mind Tricks,"['hip hop', 'r&b', 'pop', 'jazz', 'alternative', 'blues', 'rock']","{""I leave the blood spilling in the streets""}

[Intro: Ikon the Verbal Hologram]
Yo, its the fucking Hologram, Jedi Mind baby
Bangin' ya'll in the fucking face, know what I'm sayin'
With the God Jus Allah, my man Stoupe on the track
My motherfucking man Chico in this motherfucker
We about to take ya'll motherfuckers to war
Nah'm sayin', yo Jus Allah, blow this fucking mic apart, God

[Verse 1: Jus Allah]
The metal inside the barrel passes
Through the frames in your glasses
Quick passage, leave your dome piece backless
Envision blackness, leave you hat-less, fucking cap-less
Marchin' niggas to the spot where the Earth's crack is
Hard to grasp like science and math is
The cavemen who don't practice and live backwards
We oxen, when streets is watchin'
Release shotguns, niggas got Dietz and Watson
Feel no love, no way you shield the slugs
The ill thugs, we box with steel gloves
Doubt my faith you can taste the slug case
Leaving niggas looking like dogs with the pug face
Even your girl can catch the capsule
I love pussy but never the bitch that it's attached to
[Hook x2: Ikon the Verbal Hologram]
Why you wanna battle the kids with steel tongues?
Who rip up mics and drink puerto-rock rum
85's face the truth; you're too dumb
If retaliation comes, yo, then fuck it: it just comes

[Verse 2: Ikon the Verbal Hologram]
We itching to kill, that's why we spitting the real
Stick to the drill and maybe we'll be gripping a mill'
The clip will get spilled, dump them on a ditch or a hill
Because the motherfucker ain't left me shit in his will
And y'all is always sounding like a bitch when you spill
And we the rawest motherfucking clique in the field
So real motherfuckers better recognize real
Or ill motherfuckers gonna exercise skill
Y'all better chill when the Hologram build
Little motherfucker got hands that's like steel
Whoever approach me and what I feel
{""Might find their legs being replaced by steel""}
So y'all better yield or I'ma choke faggots
My hand held more razor blades than coke addicts
We like to quote fascists because we the meanest
And rip off your fingers with the pliers of Chaka Demus

[Hook x2: Ikon the Verbal Hologram]
Why you wanna battle with kids with steel tongues?
Who rip up mics and drink puerto-rock rum
85 face the truth; you're too dumb
If retaliation comes, yo, then fuck it: it just comes"
When All Light Dies,Jedi Mind Tricks,"['hip hop', 'r&b', 'pop', 'jazz', 'alternative', 'blues', 'rock']","[Intro: Vinnie Paz]
Yeah, Jedi Mind
Vinnie Pazienza, the Enemy of Mankind
Servants in Heaven, Kings in Hell
Horrorcore, yeah, walk with me

[Verse 1: Vinnie Paz]
I pop a pill and zone, my voice alone'll fuckin' chill your bones
The AR-15 beam leave you still as stone
I'm workin' twenty-four-seven while you chill at home
I'm on the block with my people where the killers roam
I'm in a killer zone, where police can trap me
I'm ready to go to war with them like we Iraqi
We in the last days, only Darkness passes
No more pure air, only bloody muddy ashes
Yeah, you need to recognize the God is sick
'Cause I was born inside of Egypt near the Gaza Strip
Don't make me cock the fifth and put the flame to em
And thug it out like the Israeli's and Iranian's
Remember when I put the pen to the pad
When I heard ""Style Wars"" by Lakim Shabazz
And in the lab, everything was constructed with Stoupe
And y'all know that no one fuckin' with us as a group
[Hook: Shara Worden]
When all the light goes out, where will you be?
When the darkness comes, what will you see?
(When the lights go out)
When all the light goes out, where will you be?
(When the lights go out)
When the darkness comes, what will you see?

[Verse 2: Vinnie Paz]
I'm a Cannibal Corpse, .38 snub splatter your thoughts
Peel your skin off of your body like animal cloth
I'm the reason for the Carthage in Hannibal's force
I'm the reason for the carnage in parable's lost
And I'll put the heater right where your lungs at
And none of y'all would be around if I could bring Pun back
You want the horrorcore Vinnie? He brung that
Along with the .44 militant gun rap
I break bread with the brothers I trust
Cause I know that if I'm ever in some trouble, they bust
Could never be us, we too raw for the rap now
Anybody with a tape recorder can rap now
I pull a twelve gauge shot at you, back down
And then the last thing you hear is the gat sound
From the city where they framed Mumia
We gonna break him out, run up with them flames and heaters
[Hook: Shara Worden]
When all the light goes out, where will you be?
When the darkness comes, what will you see?
(When the lights go out)
When all the light goes out, where will you be?
(When the lights go out)
When the darkness comes, what will you see?

[Verse 3: Vinnie Paz]
I carry heavy fists, I'm a biological terrorist
If you ain't been in war, then you don't know what terror is
You try to help people but do nothin' like therapists
It's basic rules to the game, cousin, you never snitch
Or you can see the type of lead that my Beretta spits
Or take you through the torture chamber and behead the bitch
Yeah, I'll put your body to the blades and choppers
And teach you about the disruptive symbol of chakras
If you believe what they tellin' you, the beast and them won
That's why I speak about survival and need for a gun
I stand for what them thugs is repping'
But they don't know the government is usin' drugs as weapons
And drug injections, was taught by the prophets before
About the cavalry of shadowy prophets of war
It's hard to grip, so I spit it at a different degrees
But the inner earth holds more water than seas
[Bridge: Shara Worden]
Who's gonna save you when all the lights go out?
It's time to reconcile, how you gonna go, how you gonna go?
When the lights go out, when the lights go out
When the lights go out, how you gonna go? Oh, oh, oh"
Razorblade Salvation,Jedi Mind Tricks,"['hip hop', 'r&b', 'pop', 'alternative', 'jazz']","[Pre-Chorus: Shara Worden]
I know all the times were hard
I know that you've been feeling down
If you only knew how I'm feeling for you
If I could take your pain
I wish that I could wash it all away
If you only knew how I'm feeling

[Verse 1: Vinnie Paz]
Mommy, I'm sorry if my first letter made you cry
To be honest with you, I don't think that I want to die
Sometimes I feel like that I'm cancerous in other's lives
That's probably why I drink at night and sleep 'til four or five
It's kind of hard walking through life with my distorted eyes
When I was younger, I was stupid and I thought I'd thrive
I thought a lot about everything I said in the letter
And questioned whether or not if I was dead, you'd be better
You think my shorty would be happy if I never met her?
It's too late now, mommy, I could never forget her
Could never forget how she taught me to love
Cause my father and my grandmother is always above
It's glory above, you know that daddy taught me to thug
And every time we was with nanny she'd bombard me with hugs
Damn, I miss her, mommy, and it's hard to believe
That I'm grown and I don't understand it, why did they leave?
[Pre-Chorus: Vinnie Paz]
It's better to die and sleep
Than never waking sleep
Than linger on and dare to live
When the soul's life is gone

[Hook: Shara Worden]
You've been running around for so long
You've been hurting yourself too much
You keep messing around with darkness
You're the one who's losing
You've been running around for so long
You've been hurting yourself too much
You keep messing around with darkness
You're the one who's losing

[Verse 2: Vinnie Paz]
Mommy, I think that I'mma try to stick around a while
I got a niece, and my nephews, they need me around a while
I think they need me cause they hitting that age
And they ain't trying to speak to Lenny cause they spitting they rage
Yeah, and mommy, speaking to Lenny, I think my brother need me
And we Italian, so you know my mother love to feed me
And it's the little things you do for me that make it worth it
Like when I play a joint that we did and you say it's perfect
And when Jake got knocked, you knew that I was hurt
You told me put all of my heart in the song, and it worked
I promised him that I'd be there when he got out the bing
You ain't raise me to be a liar, ma, that's not my thing
I told him that I'd hold him down the whole time that he gone
They kept him locked inside a cage, but that's cool, cause he's strong
So mommy, keep that first letter I wrote you on the low
I think I wanna stay alive and see if I can grow
[Hook: Shara Worden]
You've been running around for so long
You've been hurting yourself too much
You keep messing around with darkness
You're the one who's losing
You've been running around for so long
You've been hurting yourself too much
You keep messing around with darkness
You're the one who's losing

[Sampling]
""You have power and money, but you are mortal
You know you cannot escape death
But immortality can be obtained
The legend is always the same
If others have succeeded in conquering death
Why must we accept it?
I know where the immortals live
And how to obtain their secret
We too must become wise men
The elements of chemistry are many, but finite
So are the techniques of enlightenment""

[Pre-Chorus: Shara Worden]
I know all the times were hard
I know that you've been feeling down
If you only knew how I'm feeling for you
If I could take your pain
I wish that I could wash it all away
If you only knew how I'm feeling"
Before the Great Collapse,Jedi Mind Tricks,"['hip hop', 'r&b', 'pop', 'jazz', 'alternative', 'blues', 'rock']","[Intro]
To face what we are in the end
We stand before the light
And our true nature is revealed
Self-revelation is annihilation of self

[Verse 1:]
Mummy, I don't wanna live no more
I don't think I got nothin' else to give no more
It's like I lost my passion for life
It's like all my actions are trife
I don't feel like I used to about the world
I don't feel like I used to about my girl
I just wanna die mummy cause it's too hard
I just wanna lie calmly and to view God
Ever since daddy died it's been pain mummy
It's like there's something wrong with my brain mummy
You was always there for me so I love you
I die for you and I place no one above you
Tell Lenny and the kids that you stay strong
And when I meet my maker that I'm gonna pray for'em
And tell P that I think he'll be a great father
Tell Young that I think he'll be a great author
Tell Planet that his wife and kids are gorgeous
And the same go for Andy and for Marcus
Tell Syze that I have faith in 'em
And never let the industry snakes get 'em
[Interlude]
The entire world is a graveyard
(The ending of time)
We're the ones
(The ending of time)
Who let the dying know
(The ending of time)
The hour has come

[Verse 2:]
I got a few things more I should say mummy
I never meant to hurt you in any way mummy
I never meant to hurt anyone, it's God's work
Cause wakin' up everyday for me is hard work
And tell June that she was the love of my life
And that I never stopped lovin' here even in spite
All the things that we went through together
Through the highs and lows and bad weather
Let Frank know he always made me smile
Tell him back in the days was crazy wild
Tell Stoupe that I always had his back, ma'
And we was meant to be together on a track, ma'
Tell Cheek I consider him a brother
When I die, the pain will spit into another
That's just how life goes ma, it's painful!
I'll come back to you in dreams as an angel
So don't blame yourself for what happened
Cause you was the best mother that I could fathom
So I'm going to the first place I can go
I love you, sincerely Vincenzo!
[Outro]

[[The ending of time]]
[[The entire world's a graveyard]]

Mommy just tell everyone I love them know
What I'm saying? tell my man mike tell my magruff
Keep holding me down know what I mean?
Who let the dying know tell them to stay strong
Tell Devious to keep doing his thing mommy
The hour has come tell locke to keep his head up things
Gonna get better know what I'm saying?
Everything's going to be good for everybody it's just hard
Its just hard for me I know this may seem like its
The easy way out but its not the pain hurt
Tell everyone I love them and I always had their back
Yeah sincerely yours Vinnie Pazienza"
The War,Wale,"['hip hop', 'r&b', 'pop', 'jazz', 'alternative', 'blues', 'rock']","
Look, I just want to make you better
I think I could save you
But I think I'm bipolar. I love you then I hate you
Grew with disdain though I hate whoever ain't you
Hate when I can't date you but I also need my space too
I made room for this love. How foolish of me
And every woman looking at you knew that you was lucky
So check the verse miss. I ain't say I'm perfect
But you was low on love, what I do; reimbursed it
And now it hurts to be around or converse with ya
And what’s worse is before this, I had worshiped you
Now war missiles hand guns and grenades
The walls I couldn't break em or take em apart with a tank
Now momma told me be careful who you love
G said just rap it up, these bitches actin up
And as for us, we was different though. Things have gotten difficult
Try to be Mr. perfect intercontinental, hold up
You spend your time with your friends all the time
And all that time with your friends put my momentum on decline
My minds gone evil. You changed with the season
You had a new clear heart. Guess I was Hiroshima
So now I need some Xanies, some Remy, and some reefer
So when this war is over I'm not PTSD'ing
And I don't wanna leave her. But you know what got me wonderin'
I'm scared to lose love but even more scared to love again

Why we gotta argue
Why we gotta fight
I just wanna love you, I wanna make it right
It's like we both forgot what we were fightin' for
So tell me why are we at war

[Seinfield Skit]

Yea, they do whatever they want, whenever they want
And nobody else can stop it
I'm catching myself depositing these feelings she withdraw from
And I ain't got the gall to tell my godzilla byebye
So I'm hurting. Me effort is apparent she not fertile

The anger I've adopted. The feelings been aborted
So now I press ignore if ever Cupid tried to call up
They call me better now. See when everything is stopped
And your loves in hindsight and you see everything its not
Notice everything it wasn't. Realizing why it shouldn't ever be again
Cause in the end its not about what you put in
Fuck kissing and hugging. They love pushing your buttons
New love is so beautiful. Time just makes it ugly
But fuck it I accept it. no longer will neglect it
If a period is late then I will mark it with a question
That mean I never trust em. And if you ever love them
Know that favorite girlfriends turn into crazy baby mommas
The war
Now why we gotta argue. Why we gotta fight
I just wanna love you. I wanna make it right
It's like we both forgot what we were fighting for
So tell me why are we at war?

Just another product of this matrix
This maze I'm in amazes me at times
I just wanted to be at peace with you
And if I gotta settle for a piece of you
Then I gotta say peace to you
With all due respect I do respect you enough to expect
Effort is all I ask
If we gonna last more, I gotta ask for more
And if that means that I'm askin for too much
I'm sure we'll end up as our last or...past
We bash
We blast
We shoot
We lose
We pass.....war"
Streets Is Watching,JAY-Z,"['hip hop', 'r&b']","[Produced by Ski Beatz]

[Intro]
Uh-huh uh huh uh, gee-gee-geyeah
Peeping, watching, streets
You boys are soft like bread
Uh-huh uh huh uh, live from Brooklyn
Uh-huh uh, the streets is watching
Check it, check, uh-huh uh, check

[Verse 1]
Look, if I shoot you, I'm brainless
But if you shoot me, then you're famous!
What's a nigga to do when the, streets is watching, blocks keep clocking
Waiting for you to break, make your first mistake?
Can't ignore it, that's the fastest way to get extorted
But my time is money, and twenty-five, I can't afford it
Beef assorted like Godiva chocolates
Niggas you bought it, I pull the slide back and cock it
Plan aborted, you and your mans get a pass
This rhyme, you're operating on bitch time
Y'all niggas ain't worth my shells, all y'all niggas tryna do
Is hurt my sales, and stop trips to John Meneilly
The type to start a beef then run to the cops
When I see you in the street got one in the drop
When I'd rather be on tour getting a hundred a pop
Taking pictures with some bitches in front of the drop
The streets is watching
[Chorus]
When the, streets is watching
Blocks keep clocking
Waiting for you to break, make your first mistake
Can't ignore it

[Verse 2]
Now it's hard not to kill niggas
It's like a full time job not to kill niggas, can't chill
The streets is watching you when you froze your arms
Niggas wanna test you when your gun goes warm
Can't get caught with your feet up, gotta keep your heat up
Sweet niggas running 'round swearing shit is sweeter
Once you're tagged lame, the game is follow the leader
Everybody want a piece of your scrilla, so you gotta keep it realer
Kidnap niggas wanna steal you
Broke niggas want no cash, they just wanna kill ya
For the name, niggas don't know the rules
Disrespecting the game, want you to blow your cool
Force your hand, of course that man's plotting
Smarten up, the streets is watching (it's on)

[Chorus]
When the, streets is watching, blocks keep clocking
Waiting for you to break, make your first mistake, can't ignore it
[Verse 3]
My street mentality: flip bricks forever, know me and money
We like armed co-defendants, nigga we stick together
Shit whatever for this cheddar ran my game into the ground
Hustle harder 'til secret indictment time came around
Now you can look up and down the streets and I can't be found
Put in 24 hour shifts but, that ain't me now
Got a face too easy to trace, niggas mouths got slow leaks
Had to hire a team of workers, couldn't play those streets
See out of space like Mercury, you jerking me? Hectic
Had to call upon my wolves to send niggas the message
It said this: ""Let's play fair and we can stay here;
I'm trying to transform you boys to men like daycare!
Hey, there's money to be made!"" and niggas got the picture
Stopped playing with my paper and, we got richer
Then hard times fell upon us, half of my staff had warrants
The other half, in the casket lay dormant
I felt like life was cheating me
For the first time in my life I was getting money but it was like my conscience was eating me
Was this a lesson God teaching me? Was he saying that
I was playing the game straight from Hell from which few came back?
Like bad coke, pimp or die, was my mind frame bad?
Was niggas thinking simplify was turning cocaine crack?
Ain't a whole lot of brain to that, just trying to maintain a stack
And not collide like two trains that's on the same track
But get my life together like the oils I bring back
In the bottom of the pot where no water gets hot
Got my transporter take it across the border then stop
To set up shop with a quarter of rock, here's the plan
For three straight weeks, niggas slaughtered the block
But you know the game is food, it fucked up me and my dudes
One drought can wipe a nigga out, faster than the cops
And this unstable way of living just had to stop
Half of my niggas got time, we done real things
By '94 became the subject of half of y'all niggas rhymes
Public apologies to the families of those caught up in my shit
But that's the life for us lost souls brought up in this shit
The life and times of a demonic mind, excited with crime
And the lavish luxuries that just excited my mind
I figured, ""Shit, why risk myself? I'll just write it in rhymes
And let you feel me; and if you don't like it, then fine!""
The mind state of a nigga who boosted the crime rate
So high in one city they send National Guards to get me
Shit, bitch, who's fucking with that? The streets"
Black Winter Day,Jedi Mind Tricks,"['hip hop', 'r&b', 'pop', 'alternative', 'jazz']","[Hook]
Torn apart now
I cannot have this combination
And fusion of your elixir
Torn apart now
These are the choices we've made
Do I swallow or walk away?

[Verse 1: Vinnie Paz]
Most of my adult life I've been torn into two
If you love me, then I love you and this song is for you
It's tight hard when you know that you sick
And your shorty seeing you as an emotional wreck
The closer I get, it's like the farther I feel
And my heart has turned into this heavy armor and steel
It's hard to be real, hard to listen to the dumb shit
And I take a lot of pills cause it numbs shit
I wish I had another path to follow
Wish that I could be a man and learn to pass the bottle
A graphic novel, my future a box or an urn
Having dreams about death, but I'm not that concerned
And I'm diseased, through the seasons they turn
Watching leaves from the trees turn diseased and they burn
I'm eager to learn, but I'm holding my breath
And every day alive is just another closer to death
[Hook]

[Verse 2: Vinnie Paz]
Yeah, I've been alive longer than I expected to be
And took care of everything that's expected of me
Took care of my girl and my mother
I told her that I'm always here and I love her
I handle shit differently cause I'm grown now
And the truth is that I'd rather be alone now
I'd rather not have to deal with the day
And I hate when people ask me how I'm feeling today
My brother Rasul, we had a beef and grudge
But we grew up together, cousin, so it's peace and love
I wish y'all the best, I wish y'all the shine
I wish I didn't wanna off my thoughts with a nine
I'm thoughtful and kind, but I'm evil alas
But everything I love has turned to a tedious task
I feel that life a waiting game for people to pass
But nobody ever want you to see through the mask

[Hook]

[Verse 3: Vinnie Paz]
I don't wanna be a burden to y'all
I just wanna know exactly what my purpose is for
I feel like nothing I do is ever right
And that I'm acting a fool another night
And I admit, I don't take care of myself
So I do a lot of thinking and preparing myself
'Cause the fact is my father died young and I might too
And it ain't any way to tell what I might do
I don't wanna leave my mother behind
I don't want for her to cry, because the struggle is mine
I don't want for her to grind no more
I don't want for her to work a 9-to-5 no more
I ain't have to work a fucking 9-to-5 before
So I'm trying to get this money to provide for y'all
And if the shit ain't work out and I'm suddenly gone
Just remember that the motherfucking love isn't gone
Pazman
[Hook]"
On the Eve of War Julio César Chávez Mix,Jedi Mind Tricks,"['hip hop', 'r&b', 'pop', 'jazz', 'alternative', 'blues', 'rock']","[Intro - Vinnie Paz]
Yeah... Vinnie Paz, baby
Yeah... yeah... yeah

[Verse 1 - Vinnie Paz]
This is raw, all across the board, Liquid Sword Chamber
If it's coming from my jaw, then it's pure anger
Heavy metal rap, with a four four banger
We can settle that, let the mic cord hang ya
I play homage to the best of them, like Christopher Wallace
And bring drama to the rest of 'em, with biscuits from coppers
I'm with Allah justice, and we raw gritty
Picture hell, Illadel' to New York City
I brought a four with me, we can capture the ring
And now we more merciless than the Statue of Ming
And y'all more purposeless than a pacifist king
You gon' die, like a brawl with a gat in the Bing
It's a passionate thing, the way we make classics
Genuine brilliance or innate madness
Yeah, we all spin on the same axis
And this chrome thing here, leave your frame backless
The police always try'na aim flame at us
So I don't mind when the pig brain splatters
I don't mind, that we all gon' die soon
I return to the silence of God's tomb
[Hook - GZA]
There's no escapin', once my blade starts scrapin'
My sword, indeed, make more niggas bleed
Wannabe MC's is shakin'
So swift, naked eye couldn't record the speed
There's no escapin', once my blade starts scrapin'
My sword, indeed, make more niggas bleed
Wannabe MC's is shakin'
So swift, naked eye couldn't record the speed

[Interlude - GZA]
I don't believe what I'm seeing, I don't believe it
Ladies and gentlemen, at this time
We ask you to please rise (you'll never quit
No one will ever get it, there's no thing quit)

[Verse 2 - GZA]
Imagine a rhyme in it's prime, from off the baselines
Skyscraper verticals, support the hang time
Evidence that was left at the scene of the crime
Trace back to a few, from out a group of nine
Who performed well, regardless to the price of the tickets
Off or onstage, whatever, still kick it
With the footwork, of Freddie Adu, it's all new
Now the rap commissioners, they wanna clone my shoe
But the road's narrow, and it's difficult to climb
With the heat, the wind and the fallen rocks combined
It's hard to stay in line, the course is an obstacle
Within each chamber, the force is unstoppable
Lyrical swordsman, blades sharp, I cut out your heart
M.C.'s want no part, in any type of conflict
Because then I respond quick, it gets thick
The problem goes beyond sick
[Hook - GZA]
There's no escapin', once my blade starts scrapin'
My sword, indeed, make more niggas bleed
Wannabe MC's is shakin'
So swift, naked eye couldn't record the speed](1162408)
There's no escapin', once my blade starts scrapin'
My sword, indeed, make more niggas bleed
Wannabe MC's is shakin'
So swift, naked eye couldn't record the speed

[Outro - Vinnie Paz]
(Wearin' red trunks with silver trim, fightin' outta Philadelphia, Pennsylvania)
This is how we do (His game is tight, and there's nothing to do)
Pazmanian Devil, Frank Vinatra, Jedi Mind, Wu-Tang
What's the deal, baby? GZA/Genius, Stoupe on the track, yeah
My man Stoupe on the boards
Those who dare oppose us shall stand knee deep in the blood of their children
Is that he who follows the pleasure of Allah
Like him who has made himself deserving of displeasure from Allah
And his abode in Hell, and it is an evil destination...)"
